id,sentence1,sentence2,label,sentence1_opus,sentence2_opus
3685,"In addition , there are indigenous dialects spoken by many other Malay communities , such as Dayak and Iban .","Moreover , there are indigenous dialects spoken by many other Malay communities , such as Dayak and Iban .",1,"Bilang karagdagan , may mga katutubong diyalekto na sinasalita ng maraming iba pang mga pamayanang Malay , tulad ng Dayak at Iban .","Bukod dito, may mga katutubong diyalekto na sinasalita ng maraming iba pang mga pamayanan ng Malay , tulad ng Dayak at Iban ."
13362,"Of these , 2,088 ( 18.6 % ) lived in rural areas , and 9,112 ( 81.4 % ) were living in urban areas .","Of these , 2,088 ( 18.6 % ) lived in rural areas and 9,112 ( 81.4 % ) in urban areas .",1,"Sa mga ito , 2,088 ( 18.6 % ) ay nakatira sa mga rural na lugar , at 9,112 ( 81.4 % ) ay nakatira sa mga urban area .","Sa mga ito , 2,088 ( 18.6 % ) ay nakatira sa mga rural na lugar at 9,112 ( 81.4 % ) sa mga urban area ."
25831,The Allied hardies saw service on the Rhodesian side during the opening trains of the East African Theatre of World War II .,The Allied Hardys saw service on the Rhodesian side during the opening moves of the East African theatre of World War II .,1,Nakita ng mga Alyadong hardies ang serbisyo sa panig ng Rhodesia noong mga panimulang tren ng East African Theatre ng Digmaang Pandaigdig II .,Nakita ng Alyadong Hardys ang serbisyo sa panig ng Rhodesia noong panimulang mga paglipat ng East African theatre ng Digmaang Pandaigdig II .
28841,"Formerly licensed to North Myrtle Beach , South Carolina , USA , the station was owned by City of North Myrtle Beach .","The station , previously licensed to North Myrtle Beach , South Carolina , USA , was owned by the City of North Myrtle Beach .",1,"Dating lisensiyado sa Northremony Beach , South Carolina , USA , ang istasyon ay pag-aari ng Lungsod ng Northremony Beach .","Ang istasyon , na dating lisensiyado sa Northremony Beach , South Carolina , USA , ay pag-aari ng Lungsod ng Hilagangremonya Beach ."
2941,Girl Scouting in the USA is administered by the United States Virgin Islands Girl Scouts Overseas -- U.S .,Girl Girl Scouting in the United States Virgin Islands is conducted by the U.S . Girl Scouts Overseas -- USA .,0,Ang Girls Scouting sa USA ay pinangangasiwaan ng United States Virgin Islands Girl Scouts Overseas-U.S. .,Ang Girls Scouting sa United States Virgin Islands ay isinasagawa ng U.S. Girl Scouts Overseas -- USA .
37364,Separate lists are provided for the 61 listed properties and historic districts of Evanston and the more than 350 listed properties and districts in Chicago .,Separate lists are provided for the 61 listed properties and historic districts in Chicago and more than 350 listed properties and districts in Evanston .,0,Ang mga hiwalay na talaan ay inilalaan para sa 61 nakatalang mga katangian at makasaysayang distrito ng Evanston at ang higit sa 350 nakatalang mga katangian at distrito sa Chicago .,Ang mga hiwalay na talaan ay inilalaan para sa 61 nakatalang mga katangian at makasaysayang mga distrito sa Chicago at higit sa 350 nakatalang mga katangian at distrito sa Evanston .
22510,The Irfon defines the northern limit of the Mynydd Epynt area between Llanwrtyd Wells and Builth Wells .,Irfon defines the northern border of the Builth Wells area between Llanwrtyd Wells and Mynydd Epynt .,0,Binibigyang kahulugan ng Irfon ang hangganang hilaga ng lugar ng Mynyd Epynt sa pagitan ng Llanwrtyd Wells at Itinayong Wells .,Ang Irfon ay nagbibigay ng kahulugan sa hilagang hangganan ng lugar ng Itinayoh Wells sa pagitan ng Llanwrtyd Wells at Mynydd Epynt .
20353,"In Kyle 'apos ; s body , Parallax Hal Jordan , Guy Gardner , and John Stewart captured and brought them to Qward .","Parallax captured John Stewart , Guy Gardner , and Hal Jordan in Kyle 's body , bringing them to Qward .",0,"Sa Kyle 'apos ; s body , Parallax Hal Jordan , Guy Gardner , at John Stewart nabihag at dinala ang mga ito sa Qward .","Nabihag ni Parallax sina John Stewart , Guy Gardner , at Hal Jordan sa katawan ni Kyle , na dinala sila sa Qward ."
4740,She was written by Static Major and Timothy Mosley and produced by Timbaland .,"It was written by Timbaland , and produced by Static Major and Timothy Mosley .",0,Siya ay isinulat nina Static Major at Timothy Mosley at ginawa ni Timbaland .,"Ito ay isinulat nina Timbaland , at ginawa nina Static Major at Timothy Mosley ."
4774,"The Lord Chancellor , a post in the UK Government , is responsible for relations between the government and the Channel Islands .","Lord Chancellor , a post in the Channel Islands - Government , is responsible for the relations between the government and the United Kingdom .",0,"Ang Panginoon Chancellor , isang post sa Pamahalaan ng UK , ay responsable sa mga ugnayan sa pagitan ng pamahalaan at ang Channel Islands .","Lord Chancellor , isang post sa Channel Islands - Pamahalaan , ay responsable sa mga relasyon sa pagitan ng pamahalaan at United Kingdom ."
27329,London joined the Peace Corps in Malawi in 1989 and led a regional business development program in Africa .,"In 1989 , London joined the Peace Corps in Africa and organized a regional business development program in Malawi .",0,Ang London ay sumali sa Peace Corps sa Malawi noong 1989 at nanguna sa isang rehiyonal na programa ng pagpapaunlad ng negosyo sa Aprika .,"Noong 1989 , ang London ay sumali sa Peace Corps sa Aprika at nag-organisa ng isang rehiyonal na programa sa pagpapaunlad ng negosyo sa Malawi ."
267,He began his career in the Football League with Scunthorpe United before joining Sheffield United in the fourth division in June 1961 .,"He began his career in the Football League with Sheffield United , joining Scunthorpe United of the Fourth Division in June 1961 .",0,Sinimulan niya ang kanyang karera sa Football League sa Scunthorpe United bago sumali sa Sheffield United sa ika-apat na dibisyon noong Hunyo 1961 .,"Sinimulan niya ang kanyang karera sa Football League kasama ang Sheffield United , sumali sa Scunthorpe United of the Fourth Division noong Hunyo 1961 ."
172,"A UK tour started in May 1983 , featuring additional guitarist Robin George for live performances .","In May 1983 , a UK tour with the live guitarist Robin George started for additional performances .",0,"Ang isang UK tour ay nagsimula noong Mayo 1983 , na nagtatampok ng karagdagang gitarista Robin George para sa mga live performance .","Noong Mayo 1983 , ang isang UK tour na may live guitarist Robin George ay nagsimula para sa karagdagang mga pagtatanghal ."
5291,"In the south end , Cook Pond , also formerly known as South Watuppa Pond , is located east of the Laurel Lake and west of the Taunton River .","Cook Pond , also formerly known as Laurel Lake , is located south east of the Taunton River and west of the South Watuppa Pond .",0,"Sa katimugang dulo , ang Cook Pond , na dati ring kilala bilang South Watuppa Pond , ay matatagpuan sa silangan ng Lawa ng Laurel at kanluran ng Ilog ng Taunton .","Ang Cook Pond , na dati ring kilala bilang Laurel Lake , ay matatagpuan sa timog silangan ng Ilog Taunton at kanluran ng South Watuppa Pond ."
2677,"The town is situated at the western end of the `` Horta de València '' , on the right bank of the river Turia .","The town is located at the right bank of the `` Horta de València '' , on the western shore of the River Turia .",0,"Ang bayan ay matatagpuan sa kanlurang dulo ng `` Horta de València '' , sa kanang pampang ng ilog Turia .","Matatagpuan ang bayan sa kanang pampang ng `` Horta de València '' , sa kanlurang dalampasigan ng Ilog Turia ."
43531,"Salmons Brook is mentioned thus on Rocque 's map of 1754 , probably named from the family of `` John Salemon '' of Edmonton marked in 1274 .","Thus is mentioned on the map of Rocque of 1754 , probably from the family of John `` Salemon '' of Edmonton in 1274 , marked Salmons Brook .",0,"Ang Salmons Brook ay binanggit sa gayon sa mapa ni Rocque na 1754 , na malamang ay ipinangalan mula sa pamilya ni ````Jolemon '' ni Edmonton na minarkahan noong 1274 .","Gayon binanggit sa mapa ni Rocque ng 1754 , malamang mula sa pamilya ni John ````Salemon '' ng Edmonton noong 1274 , na minarkahan ng Salmons Brook ."
33227,His father returned as a finished violinist of the Russian School to Bombay .,His father returned to Bombay as a Russian violinist of the finished school .,0,Bumalik ang kanyang ama bilang isang tapos na biyolinista ng Paaralang Ruso sa Bombay .,Ang kanyang ama ay bumalik sa Bombay bilang isang Russian biyolinist ng natapos na paaralan .
42929,"He was promoted to New Mexico Territory in 1860 , and was ordered to the rank of captain in the 4th Infantry on December 20 .",He was ordered to New Mexico Territory in 1860 and transported to the rank of captain on December 20 in the 4th Infantry .,0,"Itinaguyod siya sa New Mexico Territory noong 1860 , at inutos sa ranggo ng kapitan sa 4th Infantry noong Disyembre 20 .",Siya ay inutusan sa New Mexico Territory noong 1860 at dinala sa ranggong kapitan noong Disyembre 20 sa 4th Infantry .
32980,"For example , the National Municipal League ( originally the National Civic League ) encourages effective management of local government .","For example , the National Civic League ( originally the National Municipal League ) promotes an effective management of the local government .",0,"Halimbawa , ang National Municipal League (na orihinal na National Civic League ) ay humihimok ng epektibong pangangasiwa sa lokal na pamahalaan .","Halimbawa , ang National Civic League (na orihinal na National Municipal League ) ay nagtataguyod ng isang epektibong pangangasiwa sa lokal na pamahalaan ."
46978,The response of the dependent formula 5 to a time-observable field formula 10 is,The observable Formula 5 response to a time-dependent field formula 10 is :,0,Ang tugon ng dependensiyang pormulang 5 sa isang time-observable na pormulang field 10 ay,Ang nakikitang Formula 5 tugon sa isang time-dependent field pormula 10 ay :
5269,"It is centered on a stretch of the main road , roughly between Depot Street and Brook Road .","It is centered on a route of Brook Road , roughly between Depot Street and Main Street .",0,"Nakasentro ito sa kahabaan ng pangunahing daan , humigit-kumulang sa pagitan ng Depot Street at Brook Road .","Nakasentro ito sa isang ruta ng Brook Road , humigit-kumulang sa pagitan ng Depot Street at Main Street ."
6217,"The Expected Exposure ( EE ) is used similarly to the PFE , except that the average is defined instead of a specific quantile .","The anticipated exposure ( Expected Exposure , EE ) is defined similarly to the PFE , except that the average is used instead of a certain quantile .",0,"Ang Inaasahang Paglalantad ( EE ) ay parehong ginagamit sa PFE , maliban na lamang sa ang average ay binibigyang kahulugan sa halip ng isang espesipikong quantile .","Ang inaasahang exposure (inaasahang exposure , EE ) ay binigyan ng parehong kahulugan sa PFE , maliban na lamang sa ang average ay ginagamit sa halip ng isang tiyak na quantile ."
23110,"In `` The Guardian '' in 2006 , Stanage argued in contrast to George Monbiot , who had written that the Iraqi insurgency was comparable to the IRA :","In `` The Guardian '' in 2006 , George Monbiot argued in contrast to Stanage , who had written that the Iraqi insurgency is comparable to the IRA .",0,"Sa ```Ang Guardian '' noong 2006 , ang Stanage ay nagtalo bilang kabaligtaran kay George Monbiot , na sumulat na ang Iraqi insurgency ay maihahambing sa IRA :","Sa ```Ang Guardian '' noong 2006 , si George Monbiot ay nagtalo bilang kabaligtaran ng Stanage , na sumulat na ang Iraqi insurgency ay maihahambing sa IRA ."
38961,"Born in 1783 in Sheffield , the second son of Isabella and Thomas Beilby , the family went to Birmingham in 1783 .","Born in 1783 in Birmingham , the second son of Isabella and Thomas Beilby . In 1783 the family moved to Sheffield .",0,"Ipinanganak noong 1783 sa Sheffield , ang ikalawang anak nina Isabella at Thomas Beilby , ang pamilya ay nagtungo sa Birmingham noong 1783 .","Ipinanganak noong 1783 sa Birmingham , ang ikalawang anak nina Isabella at Thomas Beilby . Noong 1783 ang pamilya ay lumipat sa Sheffield ."
35892,Eckhoff represented Britain against New Zealand in 1928 and Australia in 1930 .,"Eckhoff represented New Zealand against Great Britain in 1928 , against Australia in 1930 .",0,Si Eckhoff ay kumatawan sa Britanya laban sa New Zealand noong 1928 at Australya noong 1930 .,"Eckhoff ang kinatawan ng New Zealand laban sa Gran Britanya noong 1928 , laban sa Australia noong 1930 ."
49029,Vreeland interpreted this phenomenon to Rowlands in an interview for the book : `` It 's because Avedon lasted '' .,"In an interview for the book , Avedon interpreted this phenomenon for Rowlands : `` It 's because Vreeland lasted .",0,Binigyang kahulugan ni Vreeland ang kababalaghang ito kay Rowlands sa isang panayam para sa aklat na : ```It 's dahil tumagal ang Avdon '' .,"Sa isang panayam para sa aklat , binigyang kahulugan ni Avelon ang kababalaghang ito para sa Rowlands : ``` Ito'y 's dahil tumagal ang Vreeland ."
47969,said Reid : `` Warren Buffett said all .,"Warren Buffett said , `` Reid said it all '' .",0,sabi ni Reid : ``` Warren Buffett ang lahat ng sinabi .,"Sabi ni Warren Buffett , sinabi ni ``` Reid na lahat '' ."
8407,"Posen is a composer , born in Poland ( Zdzisław Wysocki ) in 1944 .","Zdzisław Wysocki is a composer , born in 1944 in Poznań ( Posen ) Poland .",0,"Si Posen ay isang kompositor , ipinanganak sa Poland ( Zdzisław Wysocki ) noong 1944 .","Si Zdzisław Wysocki ay isang kompositor , na ipinanganak noong 1944 sa Poznań ( Posen ) Poland ."
1483,"Finale is a city in South Africa in the province of Mopani District Municipality , Limpopo .",Finale is a town in Mopani District Municipality in the Limpopo province of South Africa .,0,"Ang Finale ay isang lungsod sa Timog Aprika sa lalawigan ng Mopani District Municipality , Limpopo .",Ang Finale ay isang bayan sa Mopani District Municipality sa lalawigan ng Limpopopo sa Timog Aprika .
420,Kakuda is in southeastern Japan in the Tōhoku region of northern Miyagi Prefecture .,Kakuda is located in the southeastern prefecture of Miyagi in the Tōhoku region of northern Japan .,0,Ang Kakuda ay nasa timog-silangang Hapon sa rehiyon ng Tōhoku sa hilagang Miyagi Prefecture .,Ang Kakuda ay matatagpuan sa timog-silangang prepektura ng Miyagi sa rehiyon ng Tōhoku sa hilagang Hapon .
2709,"Meanwhile , the Vichy regime has promoted a highly traditional model of female roles .","Meanwhile , the Vichy regime promoted a highly female model of traditional roles .",0,"Samantala , ang rehimeng Vichy ay nagtaguyod ng isang lubhang tradisyonal na modelo ng mga papel na pambabae .","Samantala , ang rehimeng Vichy ay nagtaguyod ng isang mataas na modelong babae ng mga tradisyonal na papel ."
2693,The area was once served by Edinburgh Waverley railway station which provided direct railway access to Corstorphine .,"The area was once served by Corstorphine railway station , which provided direct access to the railway to Edinburgh Waverley .",0,Ang lugar ay dating pinaglilingkuran ng Edinburgh Waverley railway station na nagbibigay ng direktang daanan ng tren papuntang Corstorphine .,"Ang lugar ay dating pinaglilingkuran ng Corstorphine railway station , na nagbigay ng direktang pag-access sa riles patungong Edinburgh Waverley ."
10297,"It was obtained from parts of Assiniboia , Humboldt - Lake Centre and Moose Jaw Ridings in 1987 .","It was re-created in 1987 from parts of Lake Centre , Humboldt -- Assiniboia and Moose Jaw ridings .",0,"Nakuha ito mula sa ilang bahagi ng Assiniboia , Humboldt - Lake Centre at Moose Jaw Ridings noong 1987 .","Ito ay muling nilikha noong 1987 mula sa mga bahagi ng Lake Centre , Humboldt- Assiniboia at Moose Jaw na nakasakay ."
25391,In September 2014 Peter Sculthorpe published the album `` Tamara Anna Cislowska -- Complete works for solo - piano '' .,In September 2014 Tamara Anna Cislowska published the album `` Peter Sculthorpe -- Complete works for solo - piano '' .,0,Noong Setyembre 2014 inilathala ni Peter Sculthorpe ang album na ``` Tamara Anna Cislowska -- Complete works for solo - piano '' .,Noong Setyembre 2014 inilathala ni Tamara Anna Cislowska ang album na ```Sculthorpe -- Complete works for solo - piano '' .
7514,"The chief editor is Herbert Wessels ( since 2009 ) , second editor is Markus Ermert ( since 2002 ) .","The second editor is Herbert Wessels ( since 2009 ) , editor in chief is Markus Ermert ( since 2002 ) .",0,"Ang punong editor ay si Herbert Wessels (mula noong 2009 ) , ikalawang editor ay si Markus Ermert (mula noong 2002 ) .","Ang ikalawang editor ay si Herbert Wessels (mula noong 2009 ) , editor sa pinuno ay si Markus Ermert (mula noong 2002 ) ."
40349,"After the War the College returned to Hellenikon , where it remained until it moved to its new campus in Athens , a suburb of Aghia Paraskevi .","After the war , the college returned to Hellenikon , where it remained until it moved to the new campus in Aghia Paraskevi , a suburb of Athens .",0,"Pagkatapos ng Digmaan ang College ay bumalik sa Hellenikon , kung saan ito nanatili hanggang sa ito ay lumipat sa kanyang bagong kampus sa Atenas , isang arabal ng Aghia Paraskevi .","Pagkatapos ng digmaan , bumalik ang kolehiyo sa Hellenikon , kung saan nanatili ito hanggang sa lumipat ito sa bagong kampus sa Aghia Paraskevi , isang arabal ng Atenas ."
39051,"The Hunters film is a French crime - horror - thriller - film from 2011 by Chris Briant , produced by Antoine Huet ,","The film The Hunters is a French crime - horror - thriller - film from 2011 by Antoine Huet , produced by Chris Briant .",0,"Ang The Hunters film ay isang Pranses na pelikulang horror - threaker mula 2011 ni Chris Briant , na ginawa ni Antoine Huet ,","Ang pelikulang The Hunters ay isang Pranses na pelikulang nakapangingilabot sa krimen mula 2011 ni Antoine Huet , na ginawa ni Chris Briant ."
29586,Year 6 inferior Venus - Sets on Arahsamnu 28 and after 3 days rises on Kislimu 1 1 .,Year 6 inferior Venus rises on Arahsamnu 28 and after 3 days sets on Kislimu 1 .,0,Taon 6 mas mababa Venus - Sets sa Arahsamnu 28 at pagkatapos ng 3 araw ay tumataas sa Kislimu 1 .,Taon 6 ang mas mababa Venus ay tumataas sa Arahsamnu 28 at pagkatapos ng 3 araw ay naka-set sa Kislimu 1 .
27933,"Born in Athens , Greece , he grew up in New York City and then in North Grafton , Massachusetts .","He was born in New York City , and grew up in Athens , Greece , and then North Grafton , Massachusetts .",0,"Ipinanganak sa Atenas , Gresya , lumaki siya sa Lungsod ng New York at pagkatapos ay sa North Grafton , Massachusetts .","Ipinanganak siya sa Lungsod ng New York , at lumaki sa Atenas , Gresya , at pagkatapos sa North Grafton , Massachusetts ."
43607,"In his own autobiography `` Long Walk to Freedom '' , Nelson Mandela mentions James Gregory in two cases : the first one during his imprisonment in Pollsmoor :","In his own autobiography , `` Long Walk to Freedom '' , James Gregory mentions Nelson Mandela in two occasions . The first was during his imprisonment in Pollsmoor :",0,"Sa kanyang sariling autobiyograpiya ``Mahaba Walk to Freedom '' , binanggit ni Nelson Mandela si James Gregory sa dalawang kaso : ang una sa panahon ng kanyang pagkabilanggo sa Polsmoor :","Sa kanyang sariling autobiyograpiya , `` Long Walk to Freedom '' , binanggit ni James Gregory si Nelson Mandela sa dalawang okasyon . Ang una ay sa panahon ng kanyang pagkabilanggo sa Pellsmoor :"
4615,"When Edward II , on July 7 , 1307 , succeeded his father , Edward I , the attitude of his subjects was generally one of goodwill towards her new king .","When Edward I succeeded his father Edward II on 7 July 1307 , the attitude of his subjects was generally one of goodwill toward their new king .",0,"Nang si Edward II, noong Hulyo 7 , 1307 , ay humalili sa kanyang ama , Edward I , ang saloobin ng kanyang mga nasasakupan ay pangkalahatang isang kabutihang loob sa kanyang bagong hari .","Nang humalili si Edward I sa kanyang amang si Edward II noong 7 Hulyo 1307 , ang saloobin ng kanyang mga nasasakupan ay pangkalahatang isang kabutihang loob sa kanilang bagong hari ."
7692,Falconbridge Ltd. was taken over by Swiss mining company Xstrata in 2006 .,"In 2006 , Xstrata was taken over by the Swiss mining company Falconbridge Ltd..",0,Ang Falconbridge Ltd. ay kinuha ng Swiss na kompanya ng pagmimina na Xstrata noong 2006 .,"Noong 2006 , ang Xstrata ay inanunsyo ng Swiss na kompanya ng pagmimina na Falconbridge Ltd."
175,"To create the map for Hoth , the designers received as much source material as possible from `` The Empire beats back '' to develop an authentic reproduction .","To develop the map for Hoth , the designers obtained as much source material from `` The Empire Strikes Back '' as possible so to create an authentic reproduction .",0,"Upang malikha ang mapa para sa Hoth , ang mga tagapagdisenyo ay nakatanggap ng pinakamaraming pinagkunang materyal hangga't maaari mula sa ````Ang Imperyo ay pumapalo pabalik '' upang magkaroon ng isang tunay na reproduksiyon .","Upang mabuo ang mapa para sa Hoth , ang mga tagapagdisenyo ay nakakuha ng maraming pinagkunang materyal mula sa ````Ang Imperyo ay Humampas sa '' upang lumikha ng isang tunay na reproduksiyon ."
48947,The results of a clinical trial in people with untreatable metastases from various solid tumors were published in `` Science '' in 2017 .,Results of a clinical trial in people with various solid metastases arising from untreatable tumors were published in `` Science '' in 2017 .,0,Ang mga resulta ng isang klinikal na pagsubok sa mga tao na may hindi nagagamot na metastases mula sa iba't ibang mga solidong tumor ay nailathala sa ``` Science ''' noong 2017 .,Ang mga resulta ng isang klinikal na pagsubok sa mga tao na may iba't ibang mga solidong metastases na lumilitaw mula sa hindi nagagamot na mga tumor ay inilathala sa ``` Science ''' noong 2017 .
3211,This time the vocals were mastered by Matti Auerkallio and the EP by Pirkka Rännäli was performed .,This time the vocals were presented by Matti Auerkallio and the EP by Pirkka Rännäli was mastered .,0,"Sa pagkakataong ito, ang mga boses ay pinagdalubhasaan ni Matti Auerkallio at ang EP ni Pirkka Rännäli ay isinagawa .",Sa pagkakataong ito ang mga boses ay itinanghal ni Matti Auerkallio at ang EP ni Pirkka Rännäli ay dalubhasa .
30839,Scott and Short then traveled overland to the Kentucky River to investigate the land they would later claim .,Then Scott and Short traveled overland to the Kentucky River to claim the land that they would investigate later .,0,Si Scott at Short ay pagkatapos ay naglakbay sa ibabaw ng lupa patungo sa Ilog Kentucky upang imbestigahan ang lupain na kanilang pag-aangkin sa kalaunan .,Pagkatapos ay naglakbay sina Scott at Short sa ibabaw ng lupa patungo sa Ilog Kentucky upang angkinin ang lupain na kanilang susuriin sa dakong huli .
14383,One night Rick contacts Maddy and informs her about Jill 's sudden death .,"One night , Rick contacts Jill and informs her about Maddy 's sudden death .",0,Isang gabi si Rick ay nakikipag-ugnayan kay Madddy at ipinababatid sa kanya ang tungkol sa biglaang pagkamatay ni Jill .,"Isang gabi , si Rick ay nakikipag-ugnayan kay Jill at ipinababatid sa kanya ang tungkol sa biglaang pagkamatay ni Maddy ."
37201,"In 1516 , the Mundy family owned the manor house of Allestree until Francis Noel Clarke Mundy sold it to Thomas Evans in 1781 .","In 1516 , the Mundy family owned the manor house of Allestree until Thomas Evans sold it to Francis Noel Clarke Mundy in 1781 .",0,"Noong 1516 , ang pamilyang Mundy ay nagmamay-ari ng manor house of Allestree hanggang sa ibenta ito ni Francis Noel Clarke Mundy kay Thomas Evans noong 1781 .","Noong 1516 , ang pamilyang Mundy ay nagmamay-ari ng manor house of Allestree hanggang sa ibenta ito ni Thomas Evans kay Francis Noel Clarke Mundy noong 1781 ."
22925,"In March 1977 , Hannah retired and died the following year .",Hannah died in March 1977 and went retired the following year .,0,"Noong Marso 1977 , nagretiro si Hannah at namatay nang sumunod na taon .",Namatay si Hannah noong Marso 1977 at nagretiro nang sumunod na taon .
3927,"Helena Suková won 7 -- 6 , 7 -- 6 against Brenda Schultz in the final .","Brenda Schultz won 7 -- 6 , 7 -- 6 against Helena Suková in the final .",0,"Nanalo si Helena Suková ng 7- 6 , 7- 6 laban kay Brenda Schultz sa panghuli .","Si Brenda Schultz ay nanalo ng 7- 6 , 7- 6 laban kay Helena Suková sa huling ."
9609,Only the Sara of the south was governed effectively ; French presence in the Islamic north and east was nominal .,"Only the sara of the south was governed effectively , the nominal presence in the French north and east was Islamic .",0,Tanging ang Sara ng timog ang mabisang pinamamahalaan ; ang presensiya ng Pranses sa Islamikong hilaga at silangan ay nominal .,"Tanging ang sara ng timog ang mabisang pinamamahalaan , ang nominal na presensiya sa Pranses hilaga at silangan ay Islam ."
26897,"On 20 November 1852 , he married Frederik Due . He was the brother-in-law of Maria Soane .","On November 20 , 1852 , he married Frederik Due , he was the brother of Maria Soane .",0,"Noong 20 Nobyembre 1852 , pinakasalan niya si Frederik Due . Siya ang kapatid-in-law ni Maria Soane .","Noong Nobyembre 20 , 1852 , pinakasalan niya si Frederik Due , siya ay kapatid ni Maria Soane ."
29279,"Babbar Khalsa is listed as a terrorist organisation by the United States , the EU , Canada , India , and the United Kingdom .","Babbar Khalsa is performed by the United States , the EU , Canada , India and the United Kingdom as a terrorist organisation .",0,"Ang Babbar Khalsa ay nakalista bilang isang teroristang organisasyon ng Estados Unidos , ang EU , Canada , India , at ang United Kingdom .","Ang Babbar Khalsa ay isinasagawa ng Estados Unidos , ang EU , Canada , India at ang United Kingdom bilang isang teroristang organisasyon ."
3730,The Quechua variety spoken in Arequipa is Cusco -- Collao Quechua .,"Quechua 's variety , spoken in Cusco , is Arequipa -- Collao Quechua .",0,Ang uring Quechua na sinasalita sa Arequipa ay Cusco- Collao Quechua .,"Ang Uri ng Quechua , na sinasalita sa Cusco , ay Arequipa- Collao Quechua ."
9923,Seleucus was a wealthy Christian Roman Senator of Greek descent who lived in the first half of the 4th century and second half of the 5th century .,"Seleucus was a wealthy Christian Roman senator of Greek descent , who lived in the second half of the 4th century and the first half of the 5th century .",0,Si Seleucus ay isang mayamang Kristiyanong Romanong Senador ng lahing Griyego na nabuhay noong unang kalahatian ng ika 4 na siglo at ikalawang kalahati ng ika- 5 siglo .,"Si Seleucus ay isang mayamang Kristiyanong Romanong senador ng lahing Griyego , na nabuhay noong ikalawang hati ng ika 4 na siglo at unang kalahati ng ika- 5 siglo ."
39412,"He was born in Bukan , Iran , but came to Kristiansand in 1997 , Norway .","He was born in Kristiansand , Norway , but arrived in 1997 to Bukan , Iran .",0,"Ipinanganak siya sa Bukan , Iran , ngunit dumating sa Kristiansand noong 1997 , Norway .","Ipinanganak siya sa Kristiansand , Norway , ngunit dumating noong 1997 sa Bukan , Iran ."
37478,She was the first professional female painter and the first feminist writer in Korea .,She was the first feminist painter and the first female professional writer in Korea .,0,Siya ang kauna-unahang propesyonal na babaeng pintor at ang unang pambabaeng manunulat sa Korea .,Siya ang kauna-unahang pambabaeng pintor at ang unang babaeng propesyonal na manunulat sa Korea .
45891,"The town typically has mild winters , cold and snowy summers .","The town has typically cold , snowy winters and mild summers .",0,"Ang bayan ay karaniwang may banayad na taglamig , malamig at maniyebe na tag-init .","Ang bayan ay karaniwang may malamig , maniyebe na taglamig at banayad na tag-init ."
3897,Probably the best-known version of the song was produced by Dick Rowe and recorded in the UK by The Stargazers in 1953 .,The best-known version of the song was recorded by Dick Rowe and produced in 1953 in England by The Stargazers .,0,Marahil ang pinakakilalang bersyon ng kanta ay ginawa ni Dick Rowe at naitala sa UK ng The Stargazers noong 1953 .,Ang pinaka-kilalang bersyon ng kanta ay naitala ni Dick Rowe at ginawa noong 1953 sa Inglatera ng The Stargazers .
48198,"Due to the results in the last round , Gianni Morbidelli received + 30 kg , Andrea Belicchi + 20 kg and Jordi Gené + 10 kg .","Due to the results obtained in the previous round , Gianni Morbidelli received + 30 kg , Jordi Gené + 20 kg and Andrea Belicchi + 10 kg .",0,"Dahil sa mga resulta sa huling round , si Gianni Morbidelli ay nakatanggap ng + 30 kg , Andrea Belichi + 20 kg at Jordi Gené + 10 kg .","Dahil sa mga resultang nakuha sa nakaraang round , si Gianni Morbidelli ay nakatanggap ng + 30 kg , Jordi Gené + 20 kg at Andrea Belicchi + 10 kg ."
17264,`` Son of Coma Guy '' is the third episode of the seventh season of `` House '' and the fifty-third episode in total .,`` Son of Coma Guy '' is the seventh episode of the third season of `` House '' and the fifty-third episode overall .,0,Ang ``Son of Coma Guy '' ay ang ikatlong episode ng ikapitong season ng ```` House' at ang limampu't-ikatlong episode sa kabuuang .,Ang ``` Anak ni Coma Guy '' ay ang ikapitong episode ng ikatlong season ng ```` House' at ang limampu't-ikatlong episode overall .
14680,"He followed in 1995 -- 2003 Jenny McGhee Edwards , from 2003 -- 2007 Larry Kearney and from 2007 -- 2015 Elic Senter .",He was followed by Larry Kearney from 1995 -- 2003 by Jenny McGhee Edwards in 2003 -- 2007 and by Elic Senter from 2007 -- 2015 .,0,"Sinundan niya noong 1995- 2003 Jenny McGhee Edwards , mula 2003- 2007 Larry Kearney at mula 2007- 2015 Elic Senter .",Siya ay sinundan ni Larry Kearney mula 1995- 2003 ni Jenny McGhee Edwards noong 2003- 2007 at ni Elic Senter mula 2007- 2015 .
18364,The politician and entrepreneur Kuno Pajula ( 1885 -- 1942 ) and former Archbishop Juhan Kukk ( 1924 -- 2012 ) were born in Käru .,Politician and entrepreneur Juhan Kukk ( 1885 - 1942 ) and former Archbishop Kuno Pajula ( 1924 -- 2012 ) were born in Käru .,0,Ang politiko at negosyanteng si Kuno Pajula (85- 1942 ) at dating Arsobispo Juhan Kukk ( 1924- 2012 ) ay ipinanganak sa Käru .,Politiko at negosyante Juhan Kukk (85 - 1942 ) at dating Arsobispo Kuno Pajula ( 1924- 2012 ) ay ipinanganak sa Käru .
