id,premise,choice1,choice2,question,label,mirrored,premise_opus,choice1_opus,choice2_opus
1289,The mother no longer needed her son's picture.,His mother sold the picture to a gallery.,His mother hung the picture on the wall.,effect,1,1,Hindi na kailangan ng ina ang larawan ng kaniyang anak.,Ipinagbili ng kaniyang ina ang larawan sa isang galerya.,Isinabit ng kaniyang ina ang larawan sa dingding.
284,The woman wanted to be a doctor.,She visited the hospital.,She went to medical school.,effect,2,0,Nais ng babae na maging isang doktor.,Pumunta siya sa ospital.,Nag - aral siya ng medisina.
1439,The bride made a wishlist.,The wedding guests brought gifts.,She called the wedding off.,effect,1,1,Ang nobya ay gumawa ng isang sendlist.,Ang mga panauhin sa kasal ay nagdala ng mga regalo.,Pinaalis niya ang kasal.
1084,I got angry while reading the book.,I ripped out the next page.,I turned to the next page.,effect,1,1,Nagalit ako habang binabasa ko ang aklat.,Kinalas ko ang susunod na pahina.,Buklatin ko ang susunod na pahina.
221,The girl wanted to make her mother happy.,The girl picked a flower for her mother.,The girl ate the cookies her mother baked.,effect,1,0,Nais ng batang babae na paligayahin ang kaniyang ina.,Kumuha ng bulaklak ang batang babae para sa kaniyang ina.,Kinain ng batang babae ang mga biskuwit na hinurno ng kaniyang ina.
55,The man signed the document.,The transaction was voided.,The transaction became official.,effect,2,0,Nilagdaan ng lalaki ang dokumento.,Nawala ang transaksiyon.,Ang transaksiyon ay naging opisyal.
185,The woman felt ashamed of scar on her face.,She hid the scar with makeup.,She explained the scar to strangers.,effect,1,0,Nahiya ang babae sa pilat sa kaniyang mukha.,Itinago niya ang pilat sa pamamagitan ng meykap.,Ipinaliwanag niya ang pilat sa mga estranghero.
254,The clouds looked dark.,I brought my umbrella to work.,I brought my laptop to work.,effect,1,0,Ang ulap ay madilim.,Dinala ko ang aking payong sa trabaho.,Dinala ko sa trabaho ang aking laptop.
1224,The man discovered his enemy uncovered incriminating evidence against him.,The man avoided his enemy.,The man blackmailed his enemy.,effect,1,1,Natuklasan ng taong iyon ang kaniyang kaaway na nakatuklas ng ebidensiya laban sa kaniya.,Iniwasan ng lalaki ang kaniyang kaaway.,Tinakot ng lalaki ang kaniyang kaaway.
1115,The speaker was defeated by her debate opponent.,The speaker won the debate.,The speaker congratulated her opponent.,effect,2,1,Ang tagapagsalita ay natalo ng kanyang kalabang debate.,Napanalunan ng tagapagsalita ang debate.,Binabati ng tagapagsalita ang kaniyang kalaban.
1476,I opened the door of the wagon.,The objects in the wagon fell out.,The wagon wheels spun forward.,effect,1,1,Binuksan ko ang pinto ng bagon.,Ang mga bagay na nasa bagon ay nahulog.,Ang mga gulong ng bagon ay umikot sa unahan.
475,The politician was convicted of fraud.,He campaigned for re-election.,He was removed from office.,effect,2,0,Ang pulitiko ay nahatulan ng pandaraya.,Nangampanya siya para sa re-election.,Siya ay tinanggal sa tungkulin.
133,The group overlooked the woman's faux pas.,The woman apologized.,The woman was relieved.,effect,2,0,Hindi pinansin ng grupo ang faux pas ng babae.,Humingi ng paumanhin ang babae.,Nakahinga nang maluwag ang babae.
260,My grandmother passed away.,My family held a reunion.,My family held a funeral.,effect,2,0,Ang aking lola ay namatay.,Muling nagkita ang aking pamilya.,Nagdaraos ng libing ang aking pamilya.
75,The clock stopped ticking.,I took extra time to get ready.,The clock showed the wrong time.,effect,2,0,Ang orasan ay hindi na kumikibot.,Gumugol ako ng ekstrang panahon upang maghanda.,Ipinakita ng orasan ang maling oras.
425,The man confessed his love for the woman.,The woman envied him.,The woman rejected him.,effect,2,0,Ipinagtapat ng lalaki ang kaniyang pag - ibig sa babae.,Nainggit sa kaniya ang babae.,Itinakwil siya ng babae.
1452,I already received a copy of the new magazine.,I stopped receiving new issues.,I discarded the new issue.,effect,2,1,Nakatanggap na ako ng isang kopya ng bagong magasin.,Hindi na ako tumanggap ng bagong mga isyu.,Inalis ko ang bagong labas.
474,The seasons changed from summer to autumn.,Leaves fell from the trees.,People evacuated their homes.,effect,1,0,Ang mga panahon ay nagbabago mula sa tag - araw tungo sa taglagas.,Nalaglag ang mga dahon mula sa mga puno.,Inilikas ng mga tao ang kanilang mga tahanan.
1239,A gas tank burst in the hall of the school.,The principal called off classes for the day.,The principal suspended the students involved.,effect,1,1,Isang tangke ng gasolina ang sumabog sa bulwagan ng paaralan.,Ang prinsipal ay nagbitiw sa mga klase para sa araw na iyon.,Ibinitin ng prinsipal ang mga estudyanteng nasasangkot.
1238,The man had a dead conscience.,He manipulated his friend.,He admitted his indiscretion.,effect,1,1,Ang lalaki ay may patay na budhi.,Inimpluwensiyahan niya ang kaniyang kaibigan.,Inamin niya ang kaniyang kawalang - ingat.
1153,The parents recognized their daughter's interest in sports.,They encouraged her to become an artist.,They taught her how to ride a bike.,effect,2,1,Nakilala ng mga magulang ang interes ng kanilang anak na babae sa isports.,Pinasigla nila siya na maging artista.,Tinuruan nila siya kung paano magbisikleta.
258,The button on my shirt fell off.,I sewed the button back on.,I glued the button back on.,effect,1,0,Ang buton sa aking kamisadentro ay nahulog.,Itinahi ko ang buton.,Itinuon ko ang buton sa likod.
1113,I received someone's package in the mail.,I took the package to the post office.,The package triggered my curiosity.,effect,1,1,Nakatanggap ako ng pakete mula sa koreo.,Dinala ko ang pakete sa post office.,Ang pakete ang nag - udyok sa akin na mag - usisa.
33,The police aimed their weapons at the fugitive.,The fugitive fell to the ground.,The fugitive dropped his gun.,effect,2,0,Itinuon ng mga pulis ang kanilang mga sandata sa takas.,Ang takas ay nahulog sa lupa.,Binitiwan ng takas ang kaniyang baril.
110,I was confused by the professor's lecture.,I asked the professor questions.,I paid attention to the professor.,effect,1,0,Nalito ako sa lektyur ng propesor.,Nagtanong ako sa propesor.,Binigyang - pansin ko ang propesor.
171,The motorcyclist twisted the throttle.,The motorcycle shot forward.,The motorcycle coasted to a halt.,effect,1,0,Pinilipit ng motorista ang throttle.,Ang motorsiklo ay lumipad nang pasulong.,Ang motorsiklo ay huminto.
1014,The offender was poor.,She was sent back to jail.,She stole money from a church.,effect,2,1,Mahirap ang nagkasala.,Siya'y pinabalik sa bilangguan.,Nagnakaw siya ng pera mula sa isang simbahan.
1318,The woman's brother did not like the gift.,Her brother unwrapped the gift.,Her brother refused to accept the gift.,effect,2,1,Ayaw ng kapatid na lalaki ng babae ang regalo.,Binigay ng kaniyang kapatid na lalaki ang regalo.,Hindi tinanggap ng kaniyang kapatid na lalaki ang regalo.
1220,The detective flashed his fake badge to the police officer.,The police officer confiscated the detective's badge.,The police officer let the detective enter the crime scene.,effect,1,1,Ipinahayag ng tiktik ang kaniyang huwad na badge sa opisyal ng pulisya.,Kinumpiska ng opisyal ng pulisya ang badge ng detektib.,Pinapasok ng opisyal ng pulisya ang tiktik sa eksena ng krimen.
1447,The woman began to wash her hair.,She lathered shampoo into her hair.,She pulled her hair back with a clip.,effect,1,1,Sinimulang hugasan ng babae ang kaniyang buhok.,Siya'y naglapat ng shampoo sa kaniyang buhok.,Hinila niya ang kaniyang buhok sa pamamagitan ng isang clip.
1444,The student enjoyed cooking.,He brought his lunch to school.,He left his assignment at home.,effect,1,1,Mahilig magluto ang estudyante.,Dinala niya ang kaniyang pananghalian sa paaralan.,Iniwan niya ang kaniyang atas sa bahay.
1114,The surfer saw the wave.,She paddled her board into the ocean.,The wave carried her to the shore.,effect,1,1,Nakita ng surfer ang alon.,Hinila niya ang kaniyang tabla sa karagatan.,Dinala siya ng alon sa dalampasigan.
312,The woman had an infection.,She washed her hands.,She took antibiotics.,effect,2,0,Nagkaroon ng impeksiyon ang babae.,Hinugasan niya ang kaniyang mga kamay.,Uminom siya ng mga antibiyotiko.
1498,The airline went bankrupt.,They cancelled my flight.,They offered me compensation.,effect,1,1,Nabangkarote ang eroplano.,Pinawalang - bisa nila ang aking pagtakas.,Inalok nila ako ng kabayaran.
357,The magnet attracted the paperclip.,The paperclip dropped from the magnet.,The paperclip stuck to the magnet.,effect,2,0,Ang batubalani ay umakit sa papel na lip.,Ang paperclip ay bumaba mula sa batubalani.,Ang paperclip ay kumapit sa batubalani.
101,The teacher took roll.,She identified the students that were absent.,She gave her students a pop quiz.,effect,1,0,Ang guro ay kumuha ng roll.,Nakilala niya ang mga estudyanteng wala roon.,Binigyan niya ang kaniyang mga estudyante ng isang pagsusulit sa pop.
358,The gardener pulled the weeds.,The weeds produced seeds.,The weeds came out of the soil.,effect,2,0,Hinila ng hardinero ang mga panirang - damo.,Ang mga panirang - damo ay nagbunga ng mga binhi.,Ang mga panirang - damo ay nanggaling sa lupa.
137,The skunk sprayed the dog.,The dog emitted a foul smell.,The skunk roamed the woods.,effect,1,0,Ang skunk ang nag - isprey sa aso.,Ang aso ay naglalabas ng mabahong amoy.,Ang skunk ay gumagala - gala sa kakahuyan.
1276,The man wanted to get peace with his enemy.,The man declared a truce with his enemy.,The man framed his enemy for a crime.,effect,1,1,Nais ng lalaki na makipagpayapaan sa kaniyang kaaway.,Ipinahayag ng lalaki ang pakikipagpayapaan sa kaniyang kaaway.,Isinaplano ng lalaki ang kaniyang kaaway para sa isang krimen.
1033,The police shot the fugitive.,The fugitive fell to the ground.,The fugitive dropped his gun.,effect,1,1,Binomba ng pulis ang takas.,Ang takas ay nahulog sa lupa.,Binitiwan ng takas ang kaniyang baril.
1039,The seamstress guided the thread through the eye of the needle.,The thread went through the fabric.,The thread wrapped around the needle.,effect,2,1,Ginabayan ng mananahi ang sinulid sa butas ng karayom.,Ang sinulid ay pumasok sa tela.,Ang sinulid na nakabalot sa karayom.
1260,My grandmother passed by.,My family held a reunion.,My family held a funeral.,effect,1,1,Dumaan ang aking lola.,Muling nagkita ang aking pamilya.,Nagdaraos ng libing ang aking pamilya.
1217,The company was seeking highly specialized talent.,It moved its headquarters to a suburban location.,It increased its marketing efforts for new products.,effect,1,1,Ang kompanya ay naghahanap ng lubhang natatanging talino.,Inilipat nito ang punong - tanggapan nito sa isang lugar sa labas ng lunsod.,Pinalago nito ang mga pagsisikap nito sa pagbebenta ng bagong mga produkto.
1351,I touched the ice cube.,The ice cube stuck to my fingers.,The ice cube vanished.,effect,1,1,Hinipo ko ang cube ng yelo.,Ang cube ng yelo ay kumapit sa aking mga daliri.,Ang cube ng yelo ay naglaho.
351,I ran the ice cube under warm water.,The ice cube vanished.,The ice cube stuck to my fingers.,effect,1,0,Pinatakbo ko ang cube ng yelo sa ilalim ng mainit na tubig.,Ang cube ng yelo ay naglaho.,Ang cube ng yelo ay kumapit sa aking mga daliri.
1258,The button on my laptop fell off.,I sewed the button back on.,I glued the button back on.,effect,2,1,Naputol ang buton sa aking laptop.,Itinahi ko ang buton.,Itinuon ko ang buton sa likod.
242,I put coins in the washing machine at the laundromat.,I ran out of laundry detergent.,The machine powered on.,effect,2,0,Inilagay ko ang mga barya sa washing machine sa laundromat.,Naubusan ako ng detergent sa paglalaba.,Ang makina ay umandar.
191,The woman had a religious awakening.,She began going to church.,She began travelling abroad.,effect,1,0,Ang babae ay nagkaroon ng relihiyosong pagkagising.,Nagsimula siyang magsimba.,Nagsimula siyang maglakbay sa ibang bansa.
1221,The girl wanted to make her mother happy for her effort.,The girl picked a flower for her mother.,The girl ate the cookies her mother baked.,effect,2,1,Nais ng batang babae na paligayahin ang kaniyang ina sa kaniyang pagsisikap.,Kumuha ng bulaklak ang batang babae para sa kaniyang ina.,Kinain ng batang babae ang mga biskuwit na hinurno ng kaniyang ina.
383,The man wanted to save money.,He cut back on making frivolous purchases.,He withdrew money from his savings account.,effect,1,0,Nais ng lalaki na mag - ipon ng salapi.,Binabawasan niya ang paggawa ng walang - kabuluhang mga pagbili.,Inalis niya ang pera mula sa kaniyang kuwenta sa pag - iimpok.
1034,The patient said his leg felt numb.,The nurse tested his reflexes.,The nurse gave him an IV.,effect,1,1,Sinabi ng pasyente na namanhid ang kaniyang paa.,Sinubok ng nars ang kaniyang mga reflexes.,Binigyan siya ng nars ng isang IV.
1225,The girl wanted to get on top of the slide.,She glided down the slide.,She crawled up the slide.,effect,2,1,Nais ng batang babae na umakyat sa ibabaw ng slide.,Siya'y nagpadulas pababa sa padulasan.,Gumapang siya sa padulasan.
1127,No witnesses of the crime testified against the suspect.,The suspect was convicted.,The suspect was acquitted.,effect,2,1,Walang mga saksi ng krimen ang tumestigo laban sa suspek.,Ang suspek ay nahatulan.,Ang suspek ay napawalang - sala.
252,The boy pushed his sister.,They played hide and seek.,His sister tattled on him.,effect,2,0,Itinulak ng bata ang kaniyang kapatid na babae.,Naglalaro sila ng taguan at naghahanap.,Siya'y inapi ng kaniyang kapatid na babae.
34,The patient was dehydrated.,The nurse gave him an IV.,The nurse tested his reflexes.,effect,1,0,Ang pasyente ay naubusan ng tubig sa katawan.,Binigyan siya ng nars ng isang IV.,Sinubok ng nars ang kaniyang mga reflexes.
390,The truck crashed into the motorcycle on the bridge.,The motorcyclist died.,The bridge collapsed.,effect,1,0,Ang trak ay bumangga sa motorsiklo sa tulay.,Namatay ang motorista.,Bumagsak ang tulay.
54,The cook stirred the ingredients in the bowl.,The ingredients blended together.,The ingredients melted.,effect,1,0,Hinalo ng tagapagluto ang mga sangkap sa mangkok.,Ang mga sangkap ay pinagsama - sama.,Ang mga sangkap ay natunaw.
1401,The man flushed repeatedly.,The toilet filled with water.,Water flowed from the spout.,effect,1,1,Paulit - ulit na nag - alis ng tubig ang lalaki.,Ang palikuran ay punô ng tubig.,Umaagos ang tubig mula sa singaw.
1215,The fortune teller's revelations were false.,Many customers asked for refunds.,She received many returning customers.,effect,1,1,Mali ang mga pagsisiwalat ng manghuhula.,Maraming parokyano ang humiling ng refunds.,Siya'y tumanggap ng maraming bumabalik na mga parokyano.
228,The car looked filthy.,He owner took it in for a paint job.,The owner took it to the car wash.,effect,2,0,Ang kotse ay mukhang marumi.,Kinuha niya ito para sa isang trabaho sa pagpipinta.,Dinala ito ng may - ari sa paligo ng kotse.
338,The scientist conducted an experiment.,She fabricated her data.,She validated her theory.,effect,2,0,Ang siyentipiko ay nagsagawa ng isang eksperimento.,Inimbento niya ang kaniyang impormasyon.,Pinatutunayan niya ang kaniyang teoriya.
1188,The woman wanted to sell her computer hardware.,She installed new software on the computer.,She deleted old files on the computer.,effect,2,1,Gusto ng babae na ipagbili ang kaniyang computer hardware.,Naglagay siya ng bagong software sa computer.,Inalis niya ang lumang mga file sa computer.
1483,The jewelry thieves were never caught.,The stolen jewelry was returned to its owners.,The cost of the stolen jewelry was calculated.,effect,2,1,Ang mga magnanakaw ng alahas ay hindi kailanman nahuli.,Ang ninakaw na alahas ay ibinalik sa mga may - ari nito.,Ang halaga ng ninakaw na alahas ay kinalkula.
1098,The woman felt dizzy.,She was reminded of her childhood.,She remembered to take her medication.,effect,2,1,Nahilo ang babae.,Ipinaalaala sa kaniya ang kaniyang pagkabata.,Naalaala niyang uminom ng gamot.
1219,The girl demonstrated poor etiquette.,She threw away her napkin after eating.,She put her napkin on her lap before eating.,effect,1,1,Ang batang babae ay nagpakita ng di - mabuting asal.,Itinapon niya ang kaniyang serbilyeta pagkatapos kumain.,Inilagay niya ang kaniyang serpkin sa kaniyang kandungan bago kumain.
1029,The grape juice was boiled.,The juice evaporated.,The juice turned to wine.,effect,1,1,Pinakukuluan ang katas ng ubas.,Ang katas ay sumingaw.,Ang katas ay naging alak.
14,The offender violated parole.,She was sent back to jail.,She stole money from a church.,effect,1,0,Ang nagkasala ay lumabag sa parol.,Siya'y pinabalik sa bilangguan.,Nagnakaw siya ng pera mula sa isang simbahan.
473,The teacher assigned homework to the students.,The students passed notes.,The students groaned.,effect,2,0,Ang guro ay nag - atas ng araling - bahay sa mga estudyante.,Ang mga estudyante ay nagpasa ng mga nota.,Ang mga estudyante ay dumaing.
324,The car stopped at the crosswalk.,The pedestrian crossed the road.,The pedestrian waited on the sidewalk.,effect,1,0,Huminto ang kotse sa pagtawid.,Ang taong naglalakad ay tumawid sa daan.,Ang taong naglalakad ay naghintay sa bangketa.
1140,It was night in a quiet neighborhood.,The security alarm went off.,The homeowners were asleep.,effect,2,1,Gabi noon sa isang tahimik na lugar.,Namatay ang alarma sa seguridad.,Ang mga may - ari ng bahay ay natutulog.
1052,The homeowners liked their neighbors.,They built a fence around their property.,They hosted a barbeque in their backyard.,effect,2,1,Nagustuhan ng mga may - ari ng bahay ang kanilang mga kapitbahay.,Nagtayo sila ng bakod sa palibot ng kanilang pag - aari.,Sila'y naglagay ng isang barbesque sa kanilang likod - bahay.
1037,The papers were important.,I put them into alphabetical order.,I made photocopies of them.,effect,2,1,Ang mga papeles ay mahalaga.,Inilagay ko ang mga ito sa alpabetong pagkakasunud - sunod.,Gumawa ako ng mga photocopy nito.
1429,The girl was thirsty.,Her father took away her dessert.,Her father told her to drink her milk.,effect,2,1,Nauhaw ang babae.,Inalis ng kaniyang ama ang kaniyang panghimagas.,Sinabihan siya ng kaniyang ama na inumin ang kaniyang gatas.
446,The man defied the authorities of the church.,He was excommunicated from the church.,He donated money to the church.,effect,1,0,Tinutulan ng lalaki ang mga awtoridad ng simbahan.,Siya'y itiniwalag sa simbahan.,Nag - abuloy siya ng salapi sa simbahan.
92,The photographer got the child to smile.,The photographer quickly snapped the child's photo.,The photographer quickly changed the child's pose.,effect,1,0,Pinangitian ng litratista ang bata.,Agad na binasag ng litratista ang larawan ng bata.,Agad na binago ng litratista ang larawan ng bata.
1255,The passenger on the airplane made a distracting noise.,The airplane crashed.,The pilot made an error.,effect,2,1,Ang pasahero sa eroplano ay gumawa ng nakaaabalang ingay.,Bumagsak ang eroplano.,Nagkamali ang piloto.
22,The woman's date wanted to look like a gentleman.,He opened the door for her.,He asked her if she liked sushi.,effect,1,0,Ang petsa ng babae ay gustong magmukhang ginoo.,Binuksan niya ang pinto para sa kaniya.,Tinanong niya siya kung gusto niya ng sushi.
1313,The woman wanted a divorce. ,She cancelled her appointments.,She contacted her lawyer.,effect,2,1,Nais ng babae na makipagdiborsiyo.,Pinawalang - bisa niya ang kaniyang mga pag - aatas.,Nakipag - ugnayan siya sa kaniyang abogado.
399,The man's watch was broken.,He waited at the bus stop.,He asked a stranger for the time.,effect,2,0,Nabali ang relo ng lalaki.,Naghintay siya sa hintuan ng bus.,Tinanong niya ang isang estranghero nang panahong iyon.
1130,The producted was replaced.,The product became outdated.,Consumers recognized the product.,effect,1,1,Pinalitan ang produkto.,Ang produkto ay naging lipas na.,Nakilala ng mga mamimili ang produkto.
1227,The child obeyed her parents.,Her parents hugged her.,Her parents punished her.,effect,1,1,Sumunod ang bata sa kaniyang mga magulang.,Niyapos siya ng kaniyang mga magulang.,Pinarusahan siya ng kaniyang mga magulang.
61,The man threw his empty can onto the street.,He was fined for littering.,He was jumped from behind.,effect,1,0,Inihagis ng lalaki ang kaniyang bakanteng lata sa lansangan.,Pinagmulta siya dahil sa pagpapakalat.,Siya ay tumalon mula sa likod.
444,The student was in a rush to get to school on time.,He left his assignment at home.,He brought his lunch to school.,effect,1,0,Ang estudyante ay nagmamadaling pumasok sa paaralan nang nasa oras.,Iniwan niya ang kaniyang atas sa bahay.,Dinala niya ang kaniyang pananghalian sa paaralan.
159,The archeologist dug up the site.,She read about the site's history.,She excavated ancient artifacts.,effect,2,0,Nahukay ng arkeologo ang lugar.,Nabasa niya ang tungkol sa kasaysayan ng lugar na iyon.,Naghukay siya ng sinaunang mga artifact.
1234,The school principal effected the honor code.,Students were expelled from school.,Students protested the decision.,effect,1,1,Ipinatupad ng prinsipal ng paaralan ang kodigo ng karangalan.,Ang mga estudyante ay pinaalis sa paaralan.,Tinutulan ng mga estudyante ang pasiya.
1284,The woman wanted to see a doctor.,She went to medical school.,She visited the hospital.,effect,2,1,Nais ng babae na magpatingin sa isang doktor.,Nag - aral siya ng medisina.,Pumunta siya sa ospital.
1377,I made a resolution to become fitter.,I attended a yoga class.,I bought fruits and vegetables.,effect,1,1,Gumawa ako ng isang resolusyon upang maging matatag.,Nag - aral ako sa isang klase sa yoga.,Bumili ako ng mga prutas at gulay.
1475,The politician was very popular.,He was removed from office.,He campaigned for re-election.,effect,2,1,Napakapopular ng pulitiko.,Siya ay tinanggal sa tungkulin.,Nangampanya siya para sa re-election.
1252,The boy found his sister.,They played hide and seek.,His sister tattled on him.,effect,1,1,Natagpuan ng bata ang kanyang kapatid na babae.,Naglalaro sila ng taguan at naghahanap.,Siya'y inapi ng kaniyang kapatid na babae.
140,A burglar broke into the house.,The homeowners were asleep.,The security alarm went off.,effect,2,0,Isang magnanakaw ang pumasok sa bahay.,Ang mga may - ari ng bahay ay natutulog.,Namatay ang alarma sa seguridad.
1111,The book was deemed appropriate for children.,Teachers required students to read it.,Schools banned it from its libraries.,effect,1,1,Ang aklat ay itinuturing na angkop para sa mga bata.,Hiniling ng mga guro na basahin ito ng mga estudyante.,Ipinagbawal ito ng mga paaralan sa mga aklatan nito.
1446,The man is a long-time member of the church.,He donated money to the church.,He was excommunicated from the church.,effect,1,1,Ang lalaki ay isang mahabang-panahong miyembro ng simbahan.,Nag - abuloy siya ng salapi sa simbahan.,Siya'y itiniwalag sa simbahan.
142,The mirror in the bathroom fogged up.,The girl applied her makeup.,The girl turned on the fan.,effect,2,0,Nagdilim ang salamin sa banyo.,Ikinapit ng batang babae ang kaniyang meykap.,Binuksan ng batang babae ang pamaypay.
1142,The mirror in the bathroom cleared up.,The girl turned on the fan.,The girl applied her makeup.,effect,2,1,Ang salamin sa banyo ay luminaw.,Binuksan ng batang babae ang pamaypay.,Ikinapit ng batang babae ang kaniyang meykap.
321,The man needed coins to fill the parking meter.,He begged people on the street for loose change.,He searched under his car seats for loose change.,effect,2,0,Ang lalaki ay nangangailangan ng mga barya upang punan ang metro ng paradahan.,Nakiusap siya sa mga tao sa lansangan para sa maluwag na pagbabago.,Naghanap siya sa ilalim ng kaniyang kotse ng mga upuan para sa maluwag na pagbabago.
111,The book was deemed inappropriate for children.,Schools banned it from its libraries.,Teachers required students to read it.,effect,1,0,Ang aklat ay itinuturing na di - angkop para sa mga bata.,Ipinagbawal ito ng mga paaralan sa mga aklatan nito.,Hiniling ng mga guro na basahin ito ng mga estudyante.
39,The seamstress pushed the threaded needle into the fabric.,The thread went through the fabric.,The thread wrapped around the needle.,effect,1,0,Itinulak ng mananahi ang karayom na may sinulid sa tela.,Ang sinulid ay pumasok sa tela.,Ang sinulid na nakabalot sa karayom.
60,The crowd gave the band a standing ovation.,The band reappeared on the stage.,The band signed autographs.,effect,1,0,Ang pulutong ay nagpapalakpakan sa banda.,Ang banda ay muling lumitaw sa entablado.,Ang banda ay lumagda ng mga awtograpo.
1374,The man dealt well with the tragedy.,He refused to talk about it.,He got over it easily.,effect,2,1,Naging maganda ang pakikitungo ng lalaki sa trahedya.,Ayaw niyang pag - usapan ito.,Madali niyang napagtagumpayan ito.
1110,I was interested in the professor's lecture.,I paid attention to the professor.,I asked the professor questions.,effect,1,1,Interesado ako sa lektyur ng propesor.,Binigyang - pansin ko ang propesor.,Nagtanong ako sa propesor.
406,I doubted the salesman's pitch.,I turned his offer down.,He persuaded me to buy the product.,effect,1,0,Pinag - alinlanganan ko ang tono ng ahente.,Tinanggihan ko ang alok niya.,Hinikayat niya akong bilhin ang produkto.
222,The toddler started crying.,Her parents took away her toy.,Her parents gave her a toy.,effect,2,0,Ang bata ay nagsimulang umiyak.,Kinuha siya ng kanyang mga magulang ng laruan.,Binigyan siya ng kaniyang mga magulang ng laruan.
1191,The woman wanted to change her environment.,She began travelling abroad.,She began going to church.,effect,1,1,Nais ng babae na baguhin ang kaniyang kapaligiran.,Nagsimula siyang maglakbay sa ibang bansa.,Nagsimula siyang magsimba.
296,A group of teenagers crashed the party.,The host of the party kicked them out.,The host of the party invited them in.,effect,1,0,Winasak ng isang grupo ng mga tin - edyer ang partido.,Itinapon sila ng host ng partido.,Pinapasok sila ng punong - abala.
134,The girl came across an unfamiliar word in her textbook.,She looked the term up in the dictionary.,She chucked the textbook across the room.,effect,1,0,Nakakita ang batang babae ng isang di - pamilyar na salita sa kaniyang aklat - aralin.,Tiningnan niya ang kataga sa diksiyonaryo.,Kaniyang tinapik ang aklat - aralin sa kabila ng silid.
1425,The man showed his new car to the woman.,The woman rejected him.,The woman envied him.,effect,2,1,Ipinakita ng lalaki ang kaniyang bagong kotse sa babae.,Itinakwil siya ng babae.,Nainggit sa kaniya ang babae.
1392,The swimmer did not win the race.,Her team lost the meet.,She received a gold medal.,effect,1,1,Hindi nanalo sa karera ang manlalangoy.,Natalo ang kanyang koponan.,Nakatanggap siya ng gintong medalya.
429,The girl refused to eat her vegetables.,Her father told her to drink her milk.,Her father took away her dessert.,effect,2,0,Ayaw kainin ng batang babae ang kaniyang gulay.,Sinabihan siya ng kaniyang ama na inumin ang kaniyang gatas.,Inalis ng kaniyang ama ang kaniyang panghimagas.
224,The man uncovered incriminating evidence against his enemy.,The man avoided his enemy.,The man blackmailed his enemy.,effect,2,0,Natuklasan ng lalaki ang ebidensiyang nagpapatunay laban sa kaniyang kaaway.,Iniwasan ng lalaki ang kaniyang kaaway.,Tinakot ng lalaki ang kaniyang kaaway.
1477,The lobbyist persuaded the president that the bill was bad for business.,The president vetoed the bill.,The legislature passed the bill.,effect,1,1,Hinikayat ng lobbyist ang pangulo na ang panukalang batas ay masama para sa negosyo.,Hinango ng pangulo ang panukalang - batas.,Ipinasa ng batasan ang panukalang batas.
326,My knees buckled on the stairs.,I caught myself on the railing.,The railing came loose from the wall.,effect,1,0,Lumuhod ang aking mga tuhod sa hagdan.,Naipit ko ang aking sarili sa pag - aaway.,Ang barangay ay natanggal sa dingding.
1319,Most members were unable to join.,The meeting was postponed.,The meeting commenced.,effect,1,1,Karamihan sa mga miyembro ay hindi sumali.,Ang pulong ay ipinagpaliban.,Nagsimula ang pulong.
341,I put ice cubes in the hot soup.,The soup became thick.,The soup cooled down.,effect,2,0,Inilagay ko ang mga cube ng yelo sa mainit na sopas.,Ang sabaw ay naging malapot.,Ang sabaw ay lumamig.
318,The woman presented her brother with a gift.,Her brother unwrapped the gift.,Her brother refused to accept the gift.,effect,1,0,Binigyan ng babae ang kaniyang kapatid ng isang regalo.,Binigay ng kaniyang kapatid na lalaki ang regalo.,Hindi tinanggap ng kaniyang kapatid na lalaki ang regalo.
1196,The boy yelled his reply to his mother.,His mother told him to speak up.,His mother told him to whisper.,effect,2,1,Sinigawan ng bata ang kaniyang ina.,Sinabihan siya ng kaniyang ina na magsalita.,Sinabihan siya ng kanyang ina na magbulong-bulong.
1060,The crowd waited for the rock band at the airport.,The band signed autographs.,The band reappeared on the stage.,effect,1,1,Hinintay ng pulutong ang bandang rock sa paliparan.,Ang banda ay lumagda ng mga awtograpo.,Ang banda ay muling lumitaw sa entablado.
452,My subscription to the magazine expired.,I discarded the new issue.,I stopped receiving new issues.,effect,2,0,Ang suskrisyon ko sa magasin ay natapos.,Inalis ko ang bagong labas.,Hindi na ako tumanggap ng bagong mga isyu.
402,The girl found a bug in her cereal.,She lost her appetite.,She poured milk in the bowl.,effect,1,0,Natagpuan ng batang babae ang isang insekto sa kaniyang cereal.,Nawalan siya ng ganang kumain.,Ibinuhos niya ang gatas sa mangkok.
1321,The poor man recently lost his job.,He searched under his car seats for loose change.,He begged people on the street for loose change.,effect,2,1,Ang mahirap na lalaki ay nawalan ng trabaho kamakailan.,Naghanap siya sa ilalim ng kaniyang kotse ng mga upuan para sa maluwag na pagbabago.,Nakiusap siya sa mga tao sa lansangan para sa maluwag na pagbabago.
173,The host served dinner to his guests.,His guests were gracious.,His guests went hungry.,effect,1,0,Ang punong - abala ay naghahain ng hapunan sa kaniyang mga bisita.,Ang kaniyang mga panauhin ay magiliw.,Nagutom ang kaniyang mga panauhin.
