gold_label,sentence1,sentence2,sentence1_opus,sentence2_opus
contradiction,"For film buffs, the most interesting display will be the collection of old nickelodeons, autoscopes, and movieola machines that projected the very first moving pictures.",Old nickelodeons are boring for film buffs.,"Para sa mga buff sa pelikula, ang pinakakawili - wiling pagtatanghal ay ang koleksiyon ng lumang mga photocodeon, mga autoscope, at mga makinang filmola na naglalarawan ng kauna - unahang gumagalaw na mga larawan.",Ang dating mga photocodeon ay nakababagot para sa mga film buff.
contradiction,"Of course, if we could not solve our chosen ways to make livings, we would be dead.","Humans can always survive any situation, even when they are not making a living.","Mangyari pa, kung hindi natin malulutas ang ating piniling mga paraan ng pamumuhay, tayo'y mamamatay.","Ang mga tao ay maaaring laging makaligtas sa anumang kalagayan, kahit na hindi sila naghahanapbuhay."
contradiction,"When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.","When the travel voucher is used, the system freaks out and won't work.","Kapag ang voucher sa paglalakbay ay pinoproseso, maaaring ihambing ng sistemang automated ang impormasyon sa aktuwal na mga singil na pinoproseso ng kompanya ng charge card sa mga inaangkin sa voucher.","Kapag ginamit ang voucher sa paglalakbay, ang sistema ay nagbabago at hindi gumagana."
contradiction,"One size fits all does not work in brief interventions, just as it does not work in clinical practice in general.",One size fits all when it comes to brief interventions.,"Ang isang sukat ay angkop sa lahat ay hindi gumagana sa maikling mga interaksyon, kung paanong ito ay hindi gumagana sa klinikal na gawain sa pangkalahatan.",Ang isang sukat ay angkop sa lahat pagdating sa maikling mga interaksyon.
contradiction,"Well anyway, I went back to my, my desk.",I refused to sit down again.,"Buweno, bumalik ako sa aking mesa.",Hindi na ako naupong muli.
contradiction,"And, uh, they moved downtown and, there was, uh, and it's still like this in Augusta, this big street downtown called Broad Street, and it really was just this broad street in a downtown area.",They left Augusta and went to Atlanta.,"At, uh, sila ay lumipat sa kabayanan at, may, uh, at tulad pa rin nito sa Augusta, ang malaking kalyeng ito na tinatawag na Broad Street, at ito ay talagang ang malapad na kalyeng ito sa isang kabayanan.",Umalis sila ng Augusta at nagtungo sa Atlanta.
contradiction,"Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.","Goldfish, snakes, and nothing else are on the rug's border.","Ang mga putong ni Laurel, na sumasagisag sa tagumpay, at mga sanga ng olibo na sumasagisag sa kapayapaan, ay nagpapalamuti rin sa hangganan ng alpombra pati na ang mga dahon ng acanthus.","Gintong isda, ahas, at wala nang iba pang makikita sa hangganan ng alpombra."
contradiction,There is no indication that Atta or Shehhi received any additional flight training in June.,There is evidence that Atta and Shehhi worked hard to become better pilots in June.,Walang pahiwatig na nakatanggap si Atta o Shehhi ng anumang karagdagang pagsasanay sa paglipad noong Hunyo.,May katibayan na sina Atta at Shehhi ay nagpagal nang husto upang maging mas mahuhusay na piloto noong Hunyo.
contradiction,So Shannon took the logarithm of the volume in message space occupied by a message and multiplied it by the probability that that message was sent from the source.,Shannon ignored the message.,Kaya kinuha ni Shannon ang logarithm ng volume sa espasyo ng mensahe na okupado ng isang mensahe at pinarami ito sa pamamagitan ng probabilidad na ang mensaheng iyon ay ipinadala mula sa pinagmulan.,Hindi pinansin ni Shannon ang mensahe.
contradiction,"Her presence at this moment, and considering the nature of his altercation with Wolverstone, was embarrassing.",Wolverstone never got into a dispute with her.,"Ang kaniyang pagkanaroroon sa sandaling ito, at kung isasaalang - alang ang kalikasan ng kaniyang pagbabago sa Wolverstone, ay nakahihiya.",Si Wolverstone ay hindi kailanman nakipagtalo sa kaniya.
contradiction,"Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.",IRT artists don't do anything with kids and instead focus on adults in the community.,"Sa labas ng Theatre, ang mga artista ng IRT ay tuwirang pumupunta sa silid-aralan upang gumawang kasama ng mga bata at mas personal na ipinakikilala ang mga ito sa mundo ng angatre.",WALANG ginagawa ang mga artistang IRT sa mga bata at sa halip ay nakatuon sa mga adulto sa komunidad.
contradiction,Photograph of Bill Clinton on the Slate Table of Contents by Kevin Lamarque/Reuters.,Photograph of Bill Clinton on the Vanity Fair Table of Contents by Ralph Emerson/AP News.,Larawan ni Bill Clinton sa Slate Talaan ng mga Nilalaman ni Kevin Lamarque/Reuters.,Larawan ni Bill Clinton sa Pamilihan ng Vanity Talaan ng mga Nilalaman ni Ralph Emerson/AP News.
contradiction,"The acoustics inside the tomb are very precise, exaggerating the sound of your approaching fellow visitors.",The acoustics are just a mess in that place.,"Ang akustiks sa loob ng libingan ay napakaeksakto, anupa't pinatitindi ang tunog ng iyong lumalapit na mga kapuwa bisita.",Ang akustika ay magulo lamang sa lugar na iyon.
contradiction,good brother -- this expression of common present usage is found in Julius Caesar (iv.,The term good brother has only been used since the 20th Century.,mabuting kapatid -- ang pananalitang ito ng karaniwang kasalukuyang paggamit ay matatagpuan sa Julius Caesar (iv.,Ginagamit lamang ang katagang mabuting kapatid mula noong ika-20 Siglo.
contradiction,Thoughtfully he stroked his golden beard.,His face was clean-shaven.,Maingat na hinagupit niya ang kaniyang ginintuang balbas.,Malinis ang kanyang mukha.
contradiction,"Flanking it, a modern octagonal church to the east and a chapel and hexagonal tower to the west represent the city's post-war rebirth.",The marketplace represents the city's post-war rebirth.,"Sa paglaon nito, ang isang modernong simbahang oktagonal sa silangan at isang kapilya at toreng eksagonal sa kanluran ay kumakatawan sa post-war muling kapanganakan ng lungsod.",Ang pamilihan ay kumakatawan sa post-war reborn again ng lungsod.
contradiction,The system also chose passengers at random to receive additional security scrutiny.,All passengers just get to walk through without an issue.,Pinili rin ng sistema ang mga pasahero nang ala - suwerte upang tumanggap ng karagdagang pagsusuri sa seguridad.,Ang lahat ng pasahero ay basta naglalakad nang walang anumang problema.
contradiction,Requiring attorneys to monitor the movements of eligible aliens at all times of the year would impose monumental burdens on LSC grantees.,It would be a trivial matter for attorney to monitor eligible aliens at all times.,Ang paghiling sa mga abugado na subaybayan ang mga pagkilos ng karapat - dapat na mga dayuhan sa lahat ng panahon ng taon ay magpataw ng pagkalaki - laking mga pasanin sa mga nagkakaloob ng LSC.,Magiging isang maliit na bagay para sa abogado na subaybayan ang karapat - dapat na mga dayuhan sa lahat ng panahon.
contradiction,"Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.","Those participating can only know prospects names, but not their addresses.","Yaong mga makikibahagi ay bibigyan ng mga pangalan ng pag - asa, mga direksiyon at numero ng telepono, gayundin ng impormasyon tungkol sa mga pangangailangan ng paaralan.","Ang mga kalahok ay maaari lamang makaalam ng mga pangalan ng pag - asa, subalit hindi ng kanilang mga direksiyon."
contradiction,You are important to us and the I.U.,We and the I.U. don't give a rat's ass about you.,Mahalaga kayo sa amin at sa I.U.,Kami at ang I.U. ay hindi nagbibigay ng puwet sa iyo.
contradiction,Economic growth is part and parcel of the creativity of the universe as a whole.,Economic growth is a monster of its own kind; an entity independent of the universe.,Ang pag - unlad ng ekonomiya ay bahagi ng pagkamalikhain ng uniberso sa kabuuan.,Ang pag-unlad ng ekonomiya ay isang halimaw ng sarili nitong uri; isang entidad na independiyente sa uniberso.
contradiction,"It means everything to Becky, Stephanie, Marcus and Emily, and students like them.",Becky doesn't care about it at all.,"Nangangahulugan ito ng lahat ng bagay kina Becky, Stephanie, Marcus at Emily, at sa mga estudyanteng gaya nila.",Si Becky ay walang pakialam dito.
contradiction,"I never did see, and don't know yet why, unless it was just ex, ex, expressing the, the, the need to know what you was a doing and whatever.",I saw every bit of it!,"Hindi ko kailanman nakita, at hindi ko pa alam kung bakit, maliban na lamang kung ito ay ex, ex, expression, the, the, ang pangangailangang malaman kung ano ang ginagawa mo at anuman.",Nakita ko ang lahat ng ito!
contradiction,"Words are, generally speaking, old.",Nearly all words are very new inventions.,"Sa pangkalahatan, ang mga salita ay luma na.",Halos lahat ng salita ay bagong mga imbensiyon.
contradiction,"They discussed targets in coded language, pretending to be students discussing various fields of  architecture referred to the World Trade Center, arts the Pentagon,law the Capitol, and politics the White House.",They came right out and said what landmarks they were talking about.,"Pinag-usapan nila ang mga target sa wikang may kodigo, nagpapanggap na mga mag-aaral na tumatalakay sa iba't ibang larangan ng arkitektura na tumutukoy sa World Trade Center, sining ang Pentagon, batas ang Capitol, at politika ang White House.",Agad silang lumabas at sinabi kung anong mga palatandaan ang kanilang pinag - uusapan.
contradiction,Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.,"Members don't get a discount, because we'd lose too much money.",Ang mga miyembro ay tumatanggap ng diskuwento sa mga produkto at publikasyon ng Samahan na makukuha sa pamamagitan ng regular na mga katalogo at sa History Market gift shop na nasa ating magandang punong - tanggapan ng Samahan.,"Ang mga miyembro ay hindi tumatanggap ng diskuwento, sapagkat tayo'y mawawalan ng maraming salapi."
contradiction,"And though he should dare attempt it, be sure that his own officers will not dare to do other than oppose him.",He is alone and has no officers.,"At bagaman dapat siyang mangahas na tangkain ito, tiyakin na ang kaniyang sariling mga opisyal ay hindi mangangahas na gumawa ng iba kaysa salansangin siya.",Siya ay nag-iisa at walang mga opisyal.
contradiction,one of the benefits we get of course is travel,We don't get any benefits.,Ang isa sa mga pakinabang na nakukuha natin sa kurso ay ang paglalakbay,Hindi kami nakikinabang.
contradiction,1) Increasing penetration of alternative modes of communication,Everyone just uses letters.,1) Parami nang paraming mapagpipiliang paraan ng pakikipagtalastasan,Lahat ay gumagamit lamang ng mga liham.
contradiction,"Physiological support differs from life support in that he handles the altitude chambers which run pilots up to 80 thousand feet in high altitude chambers, and brings him back down.",The altitude chamber has been discontinued.,"Ang suportang pisyolohikal ay naiiba mula sa suportang buhay sa bagay na hinahawakan niya ang mga silid sa altitud na nagpapatakbo sa mga piloto hanggang sa 80 libong piye sa matataas na silid, at dinadala siya pabalik.",Ang silid sa altitud ay itinigil.
contradiction,No.  Blood closed his telescope.,There was no sign of blood anywhere near the telescope.,Hindi. Isinara ng dugo ang kanyang teleskopyo.,Walang palatandaan ng dugo saanman malapit sa teleskopyo.
contradiction,Current security requirements nurture overclassification and excessive compartmentation of information among agencies.,Security requirements do not compartmentalize information too much.,Pinalalaki ng mga kahilingan sa seguridad sa ngayon ang labis - labis na pag - uuri at labis - labis na paglalagay ng impormasyon sa mga ahensiya.,Ang mga kahilingan sa seguridad ay hindi labis - labis na naglalagay ng impormasyon.
contradiction,"Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.",I'm in total agreement with Hendrickson.,"Sa gayon, hindi ko matanggap ang pinagmulan ni Hendrickson para sa mga latitud ng kabayo , gayunman, upang ibigay sa kanya ang kanyang kaukulan, kinopya lamang niya ang etimolohiya mula sa ibang mga pinagmulan, kabilang ang OED.",Sang - ayon ako kay Hendrickson.
contradiction,"He was allowed plainly to perceive that it was the graceful, elegant young trifler from St. James's, Lord Julian Wade, to whom her every moment was devoted.","She is infatuated with Lord Julian Wade, despite his bumbling nature.","Ipinaunawa sa kaniya nang malinaw na iyon ay ang maganda, eleganteng batang maliit na bata mula sa Panginoong Julian Wade ni San Santiago, na pinag - ukulan niya ng pansin sa bawat sandali.","Siya ay nahumaling kay Lord Julian Wade, sa kabila ng pagiging pabagu - bago nito."
contradiction,learn to walk in someone else's shoes,To selfishly mind your own life and your own business.,matutong lumakad sa kalagayan ng iba,Ang mapag - imbot na pag - iisip ng iyong sariling buhay at ng iyong sariling negosyo.
contradiction,"Efficacy trials are the first step, but implementation of proven alcohol screening and brief intervention systems in hospital- and community-based settings has been the most difficult part of the process.",The efficacy test is the last step.,"Ang mga pagsubok sa efficacy ay ang unang hakbang, ngunit ang pagpapatupad ng napatunayang pagsusuri ng alkohol at maikling mga sistemang interaksyon sa hospital- at pamayanan-based settings ang pinakamahirap na bahagi ng proseso.",Ang pagsubok sa efficacy ang huling hakbang.
contradiction,A virgin forest is a forest in which the hand of man has never set foot .,The newest condo development in the center of the forest won't impact its virgin forest status.,Ang gubat na basal ay isang gubat kung saan ang kamay ng tao ay hindi kailanman tumuntong ng paa.,Ang pinakabagong pag-unlad ng kondo sa gitna ng kagubatan ay hindi makaaapekto sa basal na katayuan nito sa kagubatan.
contradiction,and they can be very nice too after after they've been trained,They become hardened and cold once they complete the training.,at maaari rin silang maging napakabait pagkatapos na sila'y masanay,Nagiging matigas at malamig ang mga ito kapag natapos na nila ang pagsasanay.
contradiction,"And he was a philanderer, an d oh yeah, he was like out there . And, ah, so, you know, I didn't like him, but anyway those are my stories.",He was so faithful and nice.,"At siya'y philander, isang d oh yea, siya'y katulad sa labas doon. At, ah, kaya nga, alam ninyo, hindi ko siya gusto, ngunit sa paano man ay mga kuwento ko.",Napakatapat niya at napakabait.
contradiction,"On the shingle at the back of the zawn lay a crumpled black car and a bright pink fishing buoy, small as toys against the boulders.",The enormous size of the car made the boulder look like a small stone.,"Sa shingle sa likod ng zawn ay nakahiga ang isang bilog na itim na kotse at isang matingkad na kulay rosas na boya sa pangingisda, maliliit na gaya ng mga laruan sa malalaking bato.",Ang napakalaking sukat ng kotse ay nagpangyari sa malaking bato na magmukhang isang maliit na bato.
contradiction,well why don't you start because you've had more time to think about it if you don't mind,You should go last because you don't know anything.,bakit hindi ka magsimula dahil sa mayroon kang higit na panahon upang pag - isipan ito kung wala kang pakialam,Dapat kang magtagal sapagkat wala kang nalalamang anuman.
contradiction,"But this gloss on the dedication is omitted in the review, leaving the reader no wiser than before.",The review covered all information that a reader might need to know.,"Subalit ang pagtatakip na ito tungkol sa pag - aalay ay hindi na isinama sa pagrerepaso, anupat ang mambabasa ay hindi nag - iiwan sa mambabasa na mas matalino kaysa dati.",Sinaklaw ng repaso ang lahat ng impormasyon na maaaring kailangang malaman ng isang mambabasa.
contradiction,Other advisers have echoed this concern.,All of the advisers unanimously agreed that there was nothing to be worried about.,Ang iba pang tagapayo ay nagpahayag ng pagkabahalang ito.,Lahat ng tagapayo ay nagkakaisang sumang - ayon na walang dapat ikabahala.
contradiction,"In this poem, Joaquan lives and flees in a ship to Mexico or South America, and the body that is decapitated is actually that of his good friend Ramen.","In the poem, Joaquan lived in his car.","Sa tulang ito, si Joaquan ay namumuhay at tumatakas sa isang barko patungong Mexico o Timog Amerika, at ang katawan na pinugutan ng ulo ay sa katunayan yaong sa kaniyang matalik na kaibigang si Ramen.","Sa tula, nakatira si Joaquan sa kanyang kotse."
contradiction,"The flashes of wisdom should not be overlooked,",The flashes of wisdom are of  no importance.,"Ang mga sinag ng karunungan ay hindi dapat kaligtaan,",Ang mga sinag ng karunungan ay hindi mahalaga.
contradiction,Assets accumulated can generate income in the form of interest and dividends that in turn may be saved.,Assets make you lose money with interest.,Ang natipong mga asset ay maaaring lumikha ng kita sa anyo ng interes at mga pakinabang na maaari namang iligtas.,Ang mga asset ay nagpapangyari sa iyo na mawalan ng pera sa pamamagitan ng interes.
contradiction,Next to the church is all that remains of Contra-Aquincum an excavated square with benches and a small display of tablets and reliefs found on the site.,The square had nowhere to sit.,Katabi ng simbahan ang tanging nananatili sa Kontra-Aquincum na isang nahukay na liwasan na may mga bangko at isang maliit na pagpapakita ng mga tableta at relief na matatagpuan sa lugar.,Walang upuan ang liwasan.
contradiction,uh-huh it's funny and um i i guess i just like funny shows mostly,I don't like funny shows.,Ang uh-huh ito'y nakakatawa at um i - hula i tulad lamang ng nakatatawang mga palabas na karamihan ay nakakatawa,Ayaw ko ng nakatutuwang mga palabas.
contradiction,"..,  but the second time the encounter is  he is caught in the middle between two friends.","He only has one encounter, which involves a friend of his.",".., ngunit sa ikalawang pagkakataon ay naipit siya sa gitna ng dalawang magkaibigan.","Isa lamang ang kaniyang pagkikita, na nagsasangkot ng isang kaibigan niya."
contradiction,"In most cases, the concentration-response relationship may be overestimated; in other cases, it may be underestimated.",The effects of the concentration-response relationship are rarely overestimated.,"Sa karamihan ng mga kaso, ang ugnayang konsentrasyon-response ay maaaring labis na sekswal; sa ibang mga kaso, ito ay maaaring maliitin.",Ang mga epekto ng ugnayang konsentrasyon-response ay bihirang labis-labis.
contradiction,"So, well I, uh, anyway, uh, uh, this is the three, uh, U2 pilots that, uh, President Kennedy's office in Washington with General May.",General May never went to President Kennedy's office.,"Kaya, mabuti ang I, uh, sa paano man, uh, uh, ito ang tatlo, uh, U2 piloto na, uh, tanggapan ni Pangulong Kennedy sa Washington kasama si Heneral May.",Hindi kailanman pumunta sa tanggapan ni Pangulong Kennedy si Heneral May.
contradiction,TABLE A.- TOTAL MERCURY ALLOWANCES ALLOCATED OR AUCTIONED FOR EGUS,There are no rules about mercury.,PAGTANGGAP NG A.-TUWAL NA LAMAN SA LAHAT NG ALUKLASAN O AUKSIYON PARA SA EGUS,Walang mga tuntunin tungkol sa asoge.
contradiction,My gender is interesting but really not the subject of the story here.,The main subject of this story is about my gender and revealing this to those closest to me.,Kawili - wili ang aking kasarian subalit hindi naman talaga ang paksa ng kuwento rito.,Ang pangunahing paksa ng kuwentong ito ay tungkol sa aking kasarian at isinisiwalat ito sa mga pinakamalapit sa akin.
contradiction,"The massive courtyards and pavilions above Yongle's burial chambers have been restored, and they house some of the Ming Tombs' excavated treasures, including imperial armor.",You can't see anything old on display.,"Ang pagkalaki - laking mga looban at mga pavilion sa itaas ng mga silid - libingan ni Yongle ay naisauli na, at ang mga ito'y kinaroroonan ng ilan sa nahukay na kayamanan ng mga Tomb, kasali na ang mga baluti ng imperyo.",Wala kang makikitang anumang matanda na nakadispley.
contradiction,If anything it increased his excitement.,It decreased his excitement.,Kung mayroon man ay lalo siyang natuwa.,Nabawasan nito ang kaniyang katuwaan.
contradiction,yeah i have a credit union,What's a credit union?,Ang yah i ay may unyon ng kredito,Ano ba ang isang pagsasama ng kredito?
contradiction,"If it is a mistake to grant Captain Blood a commission, the mistake is not mine.",There was no mistake in providing Captain Blood with his commission.,"Kung isang pagkakamali na bigyan ng komisyon ang Kapitan Dugo, hindi sa akin ang pagkakamali.",Walang pagkakamali sa pagbibigay kay Kapitan Dugo ng kanyang komisyon.
contradiction,"Hogwash, of course, is a designation for language as `worthless, disgusting, and unfit for human consumption, as pig slops.",Hogwash is most commonly used to describe the most important and sensible things.,"Mangyari pa, ang hogwash ay isang katawagan para sa wika bilang `worthless, kasuklam - suklam, at hindi angkop para sa pagkain ng tao, bilang mga palabok ng baboy.",Ang higwash ang pinakakaraniwang ginagamit upang ilarawan ang pinakamahalaga at pinakamakatuwirang mga bagay.
contradiction,Local newspapers and the few influential satellite broadcasters-like al Jazeera-often reinforce the jihadist theme that portrays the United States as anti-Muslim.,All American newspapers have to sound pro-Muslim.,Ang mga lokal na pahayagan at ang ilang mga maimpluwensiyang satellite na brodkaster-tulad ng al Jazeera-kadalasan ay nagpapatibay sa temang jihadist na naglalarawan sa Estados Unidos bilang anti-Muslim.,Ang lahat ng mga pahayagan sa Amerika ay kailangang umere ng pro-Muslim.
contradiction,"Prudie wants you to immediately regain your sense of humor and be grateful that your pal stepped in before any, uh, harm was done.",Prudie says you should take this very seriously.,"Nais ni Pridie na agad mong muling matamo ang iyong ugaling mapagpatawa at magpasalamat ka na ang iyong pal ay pumasok bago ang anumang, uh, pinsala ay ginawa.",Pridie na dapat mong seryosohin ito.
contradiction,The United States Bureau of the Census has grouped the 1990 Census of Population and Housing data using 5-Digit ZIP Codes.,There was no United States Census conducted in 1990.,Pinagpangkat ng Kawanihan ng Sensus ng Estados Unidos ang 1990 Census of Population and Housing data na gumagamit ng 5-Digit ZIP Codes.,Walang United States Census na isinagawa noong 1990.
contradiction,"Well, given that Bill Bradley grew up in St. Louis   wait, sorry, that would only be funny if Al Gore had grown up in Tennessee.",Bradley was from Arkansas.,"Bueno, kung ibibigay na si Bill Bradley ay lumaki sa St. Louis abangan, sorry, iyan ay magiging nakakatawa lamang kung si Al Gore ay lumaki sa Tennessee.",Si Bradley ay taga - Arkansas.
contradiction,"The European Union's Eurocrats have worthy ideas, such as persuading the continent's governments to agree on harmonious environmental and immigration policies.",There are no good ideas from the Eurocats.,"Ang mga Eurokrata ng Unyong Europeo ay may karapat-dapat na mga ideya, tulad ng paghikayat sa mga pamahalaan ng kontinente na magkasundo sa mga patakarang pangkapaligiran at pandarayuhan.",Walang mabuting mga ideya mula sa mga Eurocat.
contradiction,Several small temples can be found here.,There are no temples in the areas.,Matatagpuan dito ang ilang maliliit na templo.,Walang mga templo sa mga lugar.
contradiction,Provide a professional atmosphere for many talented community actors to hone and perfect their skills.,Community theaters never help actors improve.,Maglaan ng isang propesyonal na kapaligiran para sa maraming mahuhusay na artista sa pamayanan upang mahasa at mapahusay ang kanilang mga kasanayan.,Ang mga sinehan sa pamayanan ay hindi kailanman tumutulong sa mga artista na sumulong.
contradiction,"Nearer to Syntagma, in Koloktroni Square, is the National Historical Museum with a collection of artifacts dating from post-Classical times.",The National Historical Museum only has recent things.,"Malapit sa Syntagma, sa Koloktroni Square, ang Pambansang Museong Pangkasaysayan na may koleksiyon ng mga artifact na mula pa noong panahon ng post-Classical.",Ang National Historical Museum ay mayroon lamang kamakailang mga bagay.
contradiction,.. why they have so little self-worth that they value the friendship of thieves and killers.,None of their friends are thieves and killers.,.. kung bakit wala silang gaanong self-worth kaya't pinahahalagahan nila ang pakikipagkaibigan ng mga magnanakaw at mamamatay-tao.,Wala sa kanilang mga kaibigan ang mga magnanakaw at mga mamamatay - tao.
contradiction,"But he was, you know, in a lot of ways, just like a plantation owner's son because he was the son of this guy who owned a lot of property.",His dad had never owned anything in his life.,"Pero alam mo, siya'y parang anak ng isang may - ari ng plantasyon sapagkat siya ang anak ng lalaking ito na nagmamay - ari ng maraming ari - arian.",Wala pang pag - aari ang kaniyang ama sa buong buhay niya.
contradiction,"So in the Cuban tropics, too, there has just now been a day as beautiful as glory, cold as the tomb.",Cuba is in the arctic.,"Kaya sa mga tropiko sa Cuba, ngayon lamang nagkaroon ng isang araw na maganda na gaya ng kaluwalhatian, malamig na gaya ng libingan.",Ang Cuba ay nasa artiko.
contradiction,have you read The Firm,Have you read The Soft?,ay nabasa mo na ang The Firm,Nabasa mo na ba ang The Soft?
contradiction,"Also, you have the satisfaction of knowing that your colleagues are being urged to emulate your good judgment.",Everyone is being discouraged from emulating your terrible judgment.,"Isa pa, nasisiyahan kang malaman na hinihimok ang iyong mga kasamahan na tularan ang iyong mabuting pagpapasiya.",Ang lahat ay nasisiraan ng loob dahil sa pagbibigay - kasiyahan sa iyong kakila - kilabot na hatol.
contradiction,The CTC analyst who drafted the briefing drew on reports over the previous four years.,The CTC analyst based his briefing only on information that had come to light in the past month.,Ang CTC analyst na nagtala ng maikling ulat ay gumamit ng mga ulat sa nakalipas na apat na taon.,Ibinatay lamang ng CTC analyst ang kanyang pagpasa sa impormasyon na napag-alaman sa nakaraang buwan.
contradiction,"As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.",I have found three words that can be cut into two successively smaller forms.,"Kung tungkol naman sa mga hamon, ako ngayon ay naghahanap ng isang salita na maaaring hiwain sa dalawang sunud - sunod na mas maliliit na anyo.",Nasumpungan ko ang tatlong salita na maaaring hiwain sa dalawang sunud - sunod na mas maliliit na anyo.
contradiction,"Elsewhere in the prince's garden, in a modern building called the Sailor's House (Casa de Marinos), you can find out what became of the quaint  Tagus squadron  of the royal fleet.",The Sailor's House is an ancient building found in the prince's garden.,"Sa ibang dako naman sa hardin ng prinsipe, sa isang modernong gusali na tinatawag na Bahay ng Sailor (Casa de Marinos), malalaman mo kung ano ang naging kakatwang Tagus squadron ng plota ng hari.",Ang Bahay ng Sailor ay isang sinaunang gusali na matatagpuan sa hardin ng prinsipe.
contradiction,"And I was like OK, and that was it!",I said no and it dragged on and on.,"At ayos naman ako, at gayon nga!",Hindi ako pumayag at ito'y paulit - ulit na nagpatuloy.
contradiction,The Indiana Dental Association Distinguished Chair will represent the first state dental association in the country to complete such a commitment to its dental school.,Indiana refuses to commit to help the dental school.,Ang Indiana Dental Association Distinguished Chair ay kumakatawan sa unang samahang dental ng estado sa bansa upang tapusin ang gayong pangako sa dental school nito.,Tumanggi ang Indiana na gumawa ng paraan upang matulungan ang paaralan ng dental.
contradiction,"This speculation is based, at least in part, on Thumairy's reported leadership of an extremist faction at the mosque.",Thumairy is not known to have ever been part of any mosque.,"Ang haka - hakang ito ay batay, sa isang bahagi, sa iniulat na pangunguna ni Thumairy ng isang radikal na pangkat sa moske.",Ang Thumairy ay hindi alam na naging bahagi ng anumang moske.
contradiction,Others continue to notice our success.,We are failing and everyone can see it.,Napapansin pa rin ng iba ang ating tagumpay.,Tayo'y nabibigo at nakikita ito ng lahat.
contradiction,Still others will simply marvel at the use of language and wonder just where our analytical side ends and our emotional side begins.,This piece is nothing but a dry analytical analysis.,Ang iba naman ay basta manggigilalas sa paggamit ng wika at magtatanong kung saan nagtatapos ang ating analisis na panig at kung saan magsisimula ang ating emosyonal na panig.,Ang pirasong ito ay wala kundi isang tuyong analitikong pagsusuri.
contradiction,"If The Salvation Army's Red Shield could talk, it might tell you how we recently helped a man with diabetes get the insulin he needed.",The Salvation Army does not handle medical needs.,"Kung ang Red Shield ng Salvation Army ay makapagsasalita, maaaring sabihin nito sa iyo kung paano natin natulungan kamakailan ang isang lalaking may diyabetis na makuha ang insulin na kailangan niya.",Hindi pinangangasiwaan ng Salvation Army ang medikal na mga pangangailangan.
contradiction,This situation could also impact our ability to mount another festival next year.,"We are guaranteed to have a festival for 10 years, no matter what.",Ang kalagayang ito ay maaari ring makaapekto sa ating kakayahan na magtayo ng isa pang kapistahan sa susunod na taon.,"Tinitiyak sa atin na magkakaroon tayo ng kapistahan sa loob ng 10 taon, anuman ang mangyari."
contradiction,consistency is a form of ritualism.,Consistency results in random chaotic outcomes.,Ang kabaliktaran ay isang uri ng ritwalismo.,Ang pagiging pabagu - bago ay nagbubunga ng pasumalang magulong mga resulta.
contradiction,"On August 4, President Bush wrote President Musharraf to request his support in dealing with terrorism and to urge Pakistan to engage actively against al Qaeda.",President Bush had no contact with President Musharraf.,"Noong Agosto 4, si Pangulong Bush ay sumulat kay Pangulong Musharraf na hilingin ang kanyang suporta sa pakikitungo sa terorismo at himukin ang Pakistan na aktibong lumahok laban sa al Qaeda.",Walang pakikipag-ugnayan si Pangulong Bush kay Pangulong Musharraf.
contradiction,Population growth is like pollution in reverse.,There is no relation between population growth and pollution.,Ang paglaki ng populasyon ay gaya ng polusyon sa kabaligtaran.,Walang kaugnayan ang paglaki ng populasyon at ang polusyon.
contradiction,You are not sure you've been clear about whose side you're on.,It's obvious who you support.,Hindi mo tiyak kung kanino ka panig.,Maliwanag kung sino ang iyong sinusuportahan.
contradiction,"Significant differences were noted, however, as",There was absolutely no detectable difference.,"Gayunman, kapansin - pansin ang malalaking pagkakaiba gaya ng",Talagang walang nakikitang pagkakaiba.
contradiction,"The crumbling faaades of apartments, hotels, and bargain basement shops line Karl-Marx-Allee leading southeast from Alex.",Karl-Marx-Allee is in pristine shape.,"Ang gumuguhong faaada ng mga apartment, otel, at mga tindahan sa silong ay nakahanay kay Karl-Marx-Allee na patungong timog-silangan mula kay Alex.",Si Karl-Marx-Allee ay nasa malinis na hugis.
contradiction,But it'll be about the Old Wolf that he wants to see you.,He wants to see you about the Old Bear and not about the Old Wolf.,Ngunit tungkol ito sa Old Wolf na nais niyang makita ka.,Gusto ka niyang makita tungkol sa Old Bear at hindi tungkol sa Old Wolf.
contradiction,"Between the island and the mainland is Laguna Nichupte, a huge seawater lagoon bounded by mangrove swamps that are havens to numerous species of wildlife.",Lagun Nichupte is a desert.,"Nasa pagitan ng isla at ng pangunahing bahagi ng lupain ang Laguna Nichupte, isang napakalaking lawa sa tubig - dagat na napalilibutan ng mga latian ng bakawan na pinamumugaran ng maraming uri ng buhay - iláng.",Ang Lagun Nichupte ay isang disyerto.
