id,premise,choice1,choice2,question,label,mirrored,premise_form,choice1_form,choice2_form
111,Ang libro ay itinuring na hindi angkop para sa mga bata.,Ipinagbawal ito ng mga paaralan sa mga aklatan nito.,Hiniling ng mga guro na basahin ito ng mga estudyante.,bunga,1,0,0,1,1
39,Itinusok ng mananahi ang sinulid na karayom sa tela.,Tumagos ang sinulid sa tela.,Ang sinulid ay nakabalot sa karayom.,bunga,1,0,1,1,0
60,Nagbigay ng standing ovation ang mga manonood sa banda.,Muling tumugtog ang banda sa entablado.,Nagbigay ng autograph ang banda.,bunga,1,0,1,1,1
1374,Nakayanan nang maayos ng lalaki ang trahedya.,Tumanggi siyang pag-usapan ito.,Madali niya itong nalampasan.,bunga,2,1,1,1,1
1110,Naging interesado ako sa lecture ng propesor.,Itinuon ko ang pansin sa propesor.,Nagtanong-tanong ako sa propesor.,bunga,1,1,1,1,1
406,Nagduda ako sa sinabi ng tindero.,Tinanggihan ko ang alok niya.,Hinikayat niya akong bilhin ang produkto.,bunga,1,0,1,1,1
222,Nagsimulang umiyak ang paslit.,Kinuha ng mga magulang niya ang laruan niya.,Binigyan siya ng laruan ng mga magulang niya.,bunga,2,0,1,1,1
1191,Gusto ng babae na baguhin ang kanyang kapaligiran.,Nagsimula siyang maglakbay sa ibang bansa.,Nagsimula siyang magsimba.,bunga,1,1,1,1,1
296,Isang grupo ng mga tinedyer ang sumira sa party.,Pinalayas sila ng host ng party.,Pinapasok sila ng host ng party.,bunga,1,0,1,1,1
134,May nakitang hindi pamilyar na salita ang batang babae sa kaniyang aklat-aralin.,Hinanap niya ang termino sa diksyunaryo.,Itinapon niya ang aklat-aralin sa kabilang panig ng silid.,bunga,1,0,1,1,1
1425,Ipinakita ng lalaki ang kanyang bagong kotse sa babae.,Tinanggihan siya ng babae.,Naiinggit sa kanya ang babae.,bunga,2,1,1,1,1
1392,Hindi nanalo sa karera ang manlalangoy.,Natalo ang kanyang koponan sa kompetisyon.,Nakatanggap siya ng gintong medalya.,bunga,1,1,1,1,1
429,Tumanggi ang batang babae na kainin ang kanyang mga gulay.,Sinabihan siya ng kanyang ama na inumin ang kanyang gatas.,Kinuha ng tatay niya ang panghimagas niya.,bunga,2,0,1,1,1
224,Nakatuklas ang lalaki ng mga ebidensyang magpapataw ng parusa laban sa kaniyang kaaway.,Iniwasan ng lalaki ang kaniyang kaaway.,Binablackmail ng lalaki ang kaniyang kaaway.,bunga,2,0,1,1,1
1477,Hinikayat ng lobbyist ang pangulo na ang panukalang batas ay masama para sa negosyo.,Bineto ng pangulo ang panukalang batas.,Ipinasa ng lehislatura ang panukalang batas.,bunga,1,1,0,1,1
326,Nanghina ang mga tuhod ko sa hagdan.,Napasandal ako sa railings.,Lumuwag ang barandilya mula sa dingding.,bunga,1,0,1,1,1
1319,Karamihan sa mga miyembro ay hindi nakasali.,Ipinagpaliban ang pulong.,Nagsimula na ang pulong.,bunga,1,1,0,1,1
341,Naglagay ako ng mga ice cube sa mainit na sabaw.,Ang sopas ay naging malapot.,Lumamig ang sopas.,bunga,2,0,1,0,1
318,Binigyan ng babae ang kanyang kapatid ng isang regalo.,Binuksan ng kapatid niya ang balot ng regalo.,Tumanggi ang kapatid niya na tanggapin ang regalo.,bunga,1,0,1,1,1
1196,Sumigaw ang bata bilang tugon sa kanyang ina.,Sinabihan siya ng kaniyang ina na magsalita.,Sinabihan siya ng kanyang ina na bumulong.,bunga,2,1,1,1,1
1060,Naghintay ang mga tao para sa rock band sa paliparan.,Nagbigay ng autograph ang banda.,Muling tumugtog ang banda sa entablado.,bunga,1,1,1,1,1
452,Nag-expire na ang subscription ko sa magasin.,Tinanggal ko na ang bagong isyu.,Tumigil na ako sa pagtanggap ng mga bagong isyu.,bunga,2,0,1,1,1
402,May nakitang insekto ang batang babae sa kaniyang cereal.,Nawalan siya ng gana.,Nagsalin siya ng gatas sa mangkok.,bunga,1,0,1,1,1
1321,Kamakailan lang nawalan ng trabaho ang kawawang lalaki.,Hinanap niya ang mga barya sa ilalim ng upuan ng kotse niya.,Nakiusap siya sa mga tao sa kalye para sa mga barya.,bunga,2,1,1,1,1
173,Naghain ng hapunan ang host para sa kanyang mga bisita.,Mababait ang mga bisita niya.,Nagutom ang kaniyang mga bisita.,bunga,1,0,1,1,1
1406,Napakaganda ng pitch ng salesman ko.,Hinikayat niya akong bilhin ang produkto.,Tinanggihan ko ang alok niya.,bunga,1,1,1,1,1
286,Inatake ng allergy ang anak kong babae.,Dinala ko siya sa emergency room.,Hinikayat ko siyang huminga nang malalim.,bunga,1,0,1,1,1
1186,Natuklasan ng doktor na bali ang braso ng pasyente.,Natuklasan niya na bali ang braso ng pasyente.,Nilagyan niya ng cast ang braso ng pasyente.,bunga,2,1,1,1,1
472,Lumapag ang sanga ng puno sa ilog.,Lumakas ang agos ng ilog.,Ang sanga ay gumalaw pababa.,bunga,2,0,1,1,0
1484,Sa wakas ay natapos na ang karahasang pampulitika sa bansa.,Maraming mamamayan ang lumipat sa kapitolyo.,Maraming mamamayan ang nagtago sa ibang mga teritoryo.,bunga,1,1,0,1,1
453,May isiniwalat na anomalya sa kaso ang detektib.,Binasura niya ang kaniyang teorya.,Tinapos niya ang kaniyang teorya.,bunga,1,0,1,1,1
238,Inatake ng konsensya ang lalaki.,Minamanipula niya ang kaibigan niya.,Inamin niya ang kaniyang kawalang-ingat.,bunga,2,0,1,1,1
423,Inilagay ko ang mga kamay ko sa ilalim ng umaagos na gripo.,Tumilapon ang tubig sa mukha ko.,Nahugasan ng sabon ang mga kamay ko.,bunga,2,0,1,1,1
1312,Magluluto na sana ang babae.,Uminom siya ng antibiotics.,Naghugas siya ng kamay.,bunga,2,1,1,1,1
225,Itinulak ng batang babae ang sarili mula sa tuktok ng slide.,Dumausdos siya pababa sa slide.,Gumapang siya paakyat sa slide.,bunga,1,0,1,1,1
1308,Nag-aalala ang babae kung mahuhuli siya.,Hinubad ng babae ang kanyang sweater.,Sumulyap ang babae sa kanyang relo.,bunga,2,1,1,1,1
12,Ang matandang babae ay inatake ng stroke.,Dumating ang anak na babae ng babae upang linisin ang kanyang bahay.,Lumipat ang anak na babae ng babae para alagaan siya.,bunga,2,0,0,1,1
1185,Tinanong ang babae tungkol sa peklat sa kanyang mukha.,Tinago niya ang peklat gamit ang makeup.,Ipinaliwanag niya ang peklat sa mga estranghero.,bunga,2,1,1,1,1
1254,Na-block ang cloud computer.,Dinala ko ang payong ko papunta sa trabaho.,Dinala ko ang laptop ko papunta sa trabaho.,bunga,2,1,1,1,1
1322,May sapat na pera ang kostumer para sa souvenir.,Nakipagkasundo siya sa nagtitinda.,Ibinenta ito sa kanya ng tindero.,bunga,2,1,1,1,1
189,Ang batang babae ay nagtanghal sa isang recital ng sayaw.,Dumating ang mga magulang niya para manood ng recital.,Tinuruan siya ng mga magulang niya kung paano sumayaw.,bunga,1,0,0,1,1
1389,Galit na galit ang dalaga sa kaniyang mga magulang.,Sinunod niya ang mga patakaran ng kaniyang mga magulang.,Tumakas siya sa bahay.,bunga,2,1,1,1,1
477,Hinikayat ng lobbyist ang lehislatura na suportahan ang panukalang batas.,Bineto ng pangulo ang panukalang batas.,Ipinasa ng lehislatura ang panukalang batas.,bunga,2,0,1,1,1
1192,Binuksan ang mga drawer ng buerau.,Itinapon ko ang mga hindi kinakailangang laman.,Nilock ko ang mga drawer nang tuluyan.,bunga,2,1,1,1,1
114,Nasalo ng surfer ang alon.,Isinagwan niya ang kanyang tabla papunta sa karagatan.,Dinala siya ng alon papunta sa dalampasigan.,bunga,2,0,1,1,1
52,Ayaw ng mga may-ari ng bahay sa kanilang mga masungit na kapitbahay.,Nagtayo sila ng bakod sa paligid ng kanilang ari-arian.,Nagdaos sila ng barbecue sa kanilang bakuran.,bunga,1,0,1,1,1
1132,Hindi naitapat ng cowgirl ang kanyang lasso sa kabayo.,Tumakbo nang mabilis ang kabayo papasok sa kamalig.,Kumapit ang lasso sa kabayo.,bunga,1,1,1,1,1
421,Mali ang baybay ng estudyante sa salita.,Pinaalis siya ng guro.,Itinuwid siya ng guro.,bunga,2,0,1,1,1
1162,Inihagis ko ang bola paharap.,Tumama ang bola sa kisame.,Gumulong ang bola sa lupa.,bunga,2,1,1,1,1
1397,May gustong isulat ang lalaki.,Kumuha ang lalaki ng panulat mula sa kanyang bulsa.,Isinuot ng lalaki ang salamin niya.,bunga,1,1,1,1,1
281,Nagtaka ang mamimili tungkol sa halaga ng produkto.,Napagpasyahan niyang bilhin ito.,Tiningnan niya ang presyo nito.,bunga,2,0,1,1,1
1208,Nahuli ng gising ang lalaki.,Hindi siya nakapagpa-appointment sa dentista.,Nagpa-appointment siya sa dentista.,bunga,1,1,1,1,1
261,Pinara ng pulis ang sikat na tao.,Kinasuhan ng celebrity ang pulis.,Inalok ng kilalang tao ng suhol ang opisyal.,bunga,2,0,1,1,1
329,Binuksan ng DJ ang musika.,Nagsimulang sumayaw ang mga tao.,Umalis na ang mga tao sa party.,bunga,1,0,1,1,1
1073,Isinampa ng mga awtoridad ang kaso makalipas ang maraming taon.,Itinago nila ang pangalan ng biktima sa publiko.,Nahirapan ang biktima na maalala ang mga detalye tungkol sa krimen.,bunga,2,1,1,1,1
1469,Isang lumang minahan ng karbon ang ginawang isang magandang parke.,Nagsimula ng petisyon ang mga environmentalist.,Gumawa ng isang dokumentaryo ang mga environmentalist.,bunga,2,1,1,1,1
1107,Tiningnan ng lalaki ang kanyang listahan.,Napagtanto niyang maaga pala siya.,Napagtanto niyang may nakalimutan pala siya.,bunga,2,1,1,1,1
1355,Naghanda na ako para linisin ang kwarto.,Isinuot ko ang rubber gloves.,Tinakpan ko ng kamay ko ang ilong ko.,bunga,1,1,1,1,1
1133,Nasaktan ang grupo sa kamalian ng babae.,Humingi ng tawad ang babae.,Gumaan ang loob ng babae.,bunga,1,1,1,1,1
272,Pinagtaksilan ng babae ang kanyang kaibigan.,Pinutol ng kaibigan niya ang komunikasyon sa kanya.,Pinadalhan siya ng kaibigan niya ng greeting card.,bunga,1,0,1,1,1
112,Humingi ng tawad ang lalaki.,Nakipagbiro ang babae sa kanya.,Naawa sa kanya ang babae.,bunga,2,0,1,1,1
1228,Mukhang may susi ang kotse.,Kinuha ito ng may-ari para sa pagpipinta.,Dinala ito ng may-ari sa car wash.,bunga,1,1,1,1,1
27,Naging mainitin ang ulo ng paslit.,Inayos ng kanyang ina ang kanyang buhok nang pa-pigtail.,Pinatulog siya ng kanyang ina.,bunga,2,0,1,1,1
