id,sentence1,sentence2,label,sentence_1_form,sentence_2_form
2941,Ang Girl Scouting sa Estados Unidos ay pinangangasiwaan ng United States Virgin Islands Girl Scouts Overseas -- U.S.,Ang Girl Girl Scouting sa United States Virgin Islands ay isinasagawa ng U.S. Girl Scouts Overseas -- USA.,0,0,0
37364,May magkakahiwalay na listahan na ibinibigay para sa 61 na nakalistang ari-arian at makasaysayang distrito ng Evanston at sa mahigit 350 na nakalistang ari-arian at distrito sa Chicago.,May magkakahiwalay na listahan na ibinibigay para sa 61 na nakalistang ari-arian at makasaysayang distrito sa Chicago at mahigit 350 na nakalistang ari-arian at distrito sa Evanston.,0,1,1
22510,Tinutukoy ng Irfon ang hilagang hangganan ng lugar ng Mynydd Epynt sa pagitan ng Llanwrtyd Wells at Builth Wells.,Tinukoy ni Irfon ang hilagang hangganan ng lugar ng Builth Wells sa pagitan ng Llanwrtyd Wells at Mynydd Epynt.,0,1,1
20353,"Sa katawan ni Kyle, dinakip at dinala sila nina Parallax Hal Jordan, Guy Gardner, at John Stewart sa Qward.","Nahuli ni Parallax sina John Stewart, Guy Gardner, at Hal Jordan sa katawan ni Kyle, kaya dinala sila kay Qward.",0,1,1
4740,Isinulat siya nina Static Major at Timothy Mosley at prinodyus ni Timbaland.,"Ito ay isinulat ni Timbaland, at prinodyus nina Static Major at Timothy Mosley.",0,1,0
4774,"Ang Lord Chancellor, isang posisyon sa Pamahalaan ng UK, ay responsable para sa mga ugnayan sa pagitan ng gobyerno at ng Channel Islands.","Ang Lord Chancellor, isang posisyon sa Channel Islands - Government, ay responsable para sa mga ugnayan sa pagitan ng gobyerno at ng United Kingdom.",0,0,0
27329,Sumali ang London sa Peace Corps sa Malawi noong 1989 at nanguna sa isang programa sa pagpapaunlad ng negosyo sa rehiyon sa Africa.,"Noong 1989, sumali ang London sa Peace Corps sa Africa at nag-organisa ng isang programa sa pagpapaunlad ng negosyo sa rehiyon sa Malawi.",0,1,1
267,Sinimulan niya ang kanyang karera sa Football League kasama ang Scunthorpe United bago sumali sa Sheffield United sa ikaapat na dibisyon noong Hunyo 1961.,"Sinimulan niya ang kanyang karera sa Football League kasama ang Sheffield United, sumali sa Scunthorpe United ng Fourth Division noong Hunyo 1961.",0,1,1
172,"Nagsimula ang isang paglilibot sa UK noong Mayo 1983, tampok ang karagdagang gitaristang si Robin George para sa mga live na pagtatanghal.","Noong Mayo 1983, nagsimula ang isang paglilibot sa UK kasama ang live na gitaristang si Robin George para sa karagdagang mga pagtatanghal.",0,1,1
5291,"Sa dulong timog, ang Cook Pond, na dating kilala rin bilang South Watuppa Pond, ay matatagpuan sa silangan ng Lawa ng Laurel at kanluran ng Ilog Taunton.","Ang Cook Pond, dating kilala rin bilang Laurel Lake, ay matatagpuan sa timog-silangan ng Taunton River at kanluran ng South Watuppa Pond.",0,0,0
2677,"Ang bayan ay matatagpuan sa kanlurang dulo ng ""Horta de València"", sa kanang pampang ng ilog Turia.","Ang bayan ay matatagpuan sa kanang pampang ng ""Horta de València"", sa kanlurang baybayin ng Ilog Turia.",0,0,0
43531,"Ang Salmons Brook ay nabanggit nang ganito sa mapa ni Rocque noong 1754, na malamang ay ipinangalan mula sa pamilya ni ""John Salemon"" ng Edmonton na minarkahan noong 1274.","Kaya nabanggit sa mapa ni Rocque noong 1754, malamang mula sa pamilya ni John ""Salemon"" ng Edmonton noong 1274, na minarkahan bilang Salmons Brook.",0,0,1
33227,Bumalik ang kanyang ama sa Bombay bilang isang tapos na biyolinista ng Paaralan ng Russia.,Bumalik ang kanyang ama sa Bombay bilang isang Rusong biyolinista ng natapos na paaralan.,0,1,1
42929,"Siya ay na-promote sa Teritoryo ng New Mexico noong 1860, at inutusan sa ranggong kapitan sa ika-4 na Infantry noong Disyembre 20.",Siya ay inutusan sa Teritoryo ng New Mexico noong 1860 at inilipat sa ranggo ng kapitan noong Disyembre 20 sa ika-4 na Infantry.,0,0,0
32980,"Halimbawa, ang National Municipal League (orihinal na National Civic League) ay naghihikayat ng epektibong pamamahala ng lokal na pamahalaan.","Halimbawa, ang National Civic League (na dating tinatawag na National Municipal League) ay nagtataguyod ng epektibong pamamahala ng lokal na pamahalaan.",0,0,0
46978,Ang tugon ng dependent formula 5 sa isang time-observable field formula 10 ay,Ang naoobserbahang tugon ng Formula 5 sa isang time-dependent field formula 10 ay:,0,0,0
5269,"Ito ay nakasentro sa isang bahagi ng pangunahing kalsada, humigit-kumulang sa pagitan ng Depot Street at Brook Road.","Ito ay nakasentro sa ruta ng Brook Road, humigit-kumulang sa pagitan ng Depot Street at Main Street.",0,0,0
6217,"Ang Inaasahang Pagkalantad (Expected Exposure o EE) ay ginagamit nang katulad ng PFE, maliban sa ang average ay tinukoy sa halip na isang partikular na quantile.","Ang inaasahang pagkakalantad (Expected Exposure, EE) ay binibigyang kahulugan nang katulad ng PFE, maliban sa ang average ang ginagamit sa halip na isang tiyak na quantile.",0,0,0
23110,"Sa ""The Guardian"" noong 2006, nakipagtalo si Stanage laban kay George Monbiot, na sumulat na ang paghihimagsik ng Iraq ay maihahambing sa IRA:","Sa ""The Guardian"" noong 2006, nakipagtalo si George Monbiot laban kay Stanage, na sumulat na ang paghihimagsik ng Iraq ay maihahambing sa IRA.",0,0,0
38961,"Ipinanganak noong 1783 sa Sheffield, ang pangalawang anak nina Isabella at Thomas Beilby, ang pamilya ay nagtungo sa Birmingham noong 1783.","Ipinanganak noong 1783 sa Birmingham, ang pangalawang anak nina Isabella at Thomas Beilby. Noong 1783, lumipat ang pamilya sa Sheffield.",0,0,1
35892,Kinatawan ni Eckhoff ang Britanya laban sa New Zealand noong 1928 at Australia noong 1930.,"Kinatawan ni Eckhoff ang New Zealand laban sa Great Britain noong 1928, at laban sa Australia noong 1930.",0,1,1
49029,"Ipinaliwanag ni Vreeland ang penomenong ito kay Rowlands sa isang panayam para sa libro: ""Ito ay dahil tumagal si Avedon"".","Sa isang panayam para sa libro, binigyang-kahulugan ni Avedon ang penomenong ito para kay Rowlands: ""Ito ay dahil tumagal si Vreeland.""",0,0,0
47969,sabi ni Reid: `` Sinabi ni Warren Buffett ang lahat.,"Sabi ni Warren Buffett, ""Nasabi na ni Reid ang lahat"".",0,1,1
8407,"Si Posen ay isang kompositor, ipinanganak sa Poland (Zdzisław Wysocki) noong 1944.","Si Zdzisław Wysocki ay isang kompositor, ipinanganak noong 1944 sa Poznań (Posen) Poland.",0,0,0
1483,"Ang Finale ay isang lungsod sa Timog Aprika sa lalawigan ng Mopani District Municipality, Limpopo.",Ang Finale ay isang bayan sa Mopani District Municipality sa lalawigan ng Limpopo sa Timog Aprika.,0,0,0
420,Ang Kakuda ay nasa timog-silangang Hapon sa rehiyon ng Tōhoku sa hilagang Prepektura ng Miyagi.,Ang Kakuda ay matatagpuan sa timog-silangang prefecture ng Miyagi sa rehiyon ng Tōhoku sa hilagang Japan.,0,0,0
2709,"Samantala, itinaguyod ng rehimeng Vichy ang isang lubos na tradisyonal na modelo ng mga papel ng kababaihan.","Samantala, itinaguyod ng rehimeng Vichy ang isang modelo ng mga tradisyonal na tungkulin na lubos na pinahahalagahan ng kababaihan.",0,1,1
2693,Ang lugar ay dating pinaglilingkuran ng istasyon ng tren ng Edinburgh Waverley na nagbigay ng direktang daanan ng tren papuntang Corstorphine.,"Ang lugar ay dating pinaglilingkuran ng istasyon ng tren ng Corstorphine, na nagbigay ng direktang daanan papuntang Edinburgh Waverley.",0,0,0
10297,"Nakuha ito mula sa mga bahagi ng Assiniboia, Humboldt-Lake Centre at Moose Jaw Ridings noong 1987.","Ito ay muling nilikha noong 1987 mula sa mga bahagi ng Lake Centre, Humboldt -- Assiniboia at mga pastulan ng Moose Jaw.",0,1,0
25391,"Noong Setyembre 2014, inilathala ni Peter Sculthorpe ang album na ""Tamara Anna Cislowska -- Complete works for solo-piano"".","Noong Setyembre 2014, inilathala ni Tamara Anna Cislowska ang album na ""Peter Sculthorpe -- Complete works for solo-piano"".",0,1,1
7514,"Ang punong patnugot ay si Herbert Wessels (mula noong 2009), ang pangalawang patnugot ay si Markus Ermert (mula noong 2002).","Ang pangalawang editor ay si Herbert Wessels (mula noong 2009), ang punong editor ay si Markus Ermert (mula noong 2002).",0,0,0
40349,"Pagkatapos ng Digmaan, bumalik ang Kolehiyo sa Hellenikon, kung saan ito nanatili hanggang sa lumipat ito sa bagong kampus nito sa Athens, isang suburb ng Aghia Paraskevi.","Pagkatapos ng digmaan, ang kolehiyo ay bumalik sa Hellenikon, kung saan ito nanatili hanggang sa lumipat ito sa bagong kampus sa Aghia Paraskevi, isang suburb ng Athens.",0,1,0
39051,"Ang pelikulang The Hunters ay isang pelikulang Pranses tungkol sa krimen, katatakutan, at thriller mula 2011 ni Chris Briant, at prinodyus ni Antoine Huet.","Ang pelikulang The Hunters ay isang Pranses na pelikulang krimen-katatakutan-thriller mula 2011 ni Antoine Huet, at prinodyus ni Chris Briant.",0,0,0
29586,Taon 6 na inferior Venus - Lulubog sa Arahsamnu 28 at pagkatapos ng 3 araw ay sisikat sa Kislimu 1 1 .,Ang inferior Venus sa ika-6 na taon ay sisikat sa Arahsamnu 28 at pagkatapos ng 3 araw ay lulubog sa Kislimu 1.,0,0,0
27933,"Ipinanganak sa Athens, Greece, lumaki siya sa New York City at pagkatapos ay sa North Grafton, Massachusetts.","Siya ay ipinanganak sa Lungsod ng New York, at lumaki sa Athens, Gresya, at pagkatapos ay sa North Grafton, Massachusetts.",0,0,0
43607,"Sa sarili niyang autobiography na ""Long Walk to Freedom"", binanggit ni Nelson Mandela si James Gregory sa dalawang kaso: ang una noong siya ay nakakulong sa Pollsmoor:","Sa kaniyang sariling autobiography, ang ""Long Walk to Freedom"", binanggit ni James Gregory si Nelson Mandela sa dalawang pagkakataon. Ang una ay noong siya ay nakakulong sa Pollsmoor:",0,0,0
4615,"Nang si Edward II, noong Hulyo 7, 1307, ay humalili sa kanyang amang si Edward I, ang saloobin ng kanyang mga nasasakupan ay karaniwang isa sa mabuting kalooban para sa bagong hari nito.","Nang humalili si Edward I sa kanyang amang si Edward II noong Hulyo 7, 1307, ang saloobin ng kanyang mga nasasakupan ay karaniwang isa ng mabuting kalooban patungo sa kanilang bagong hari.",0,0,0
7692,Ang Falconbridge Ltd. ay kinuha ng kompanya ng pagmiminang Swiss na Xstrata noong 2006.,"Noong 2006, ang Xstrata ay kinuha ng kompanya ng pagmiminang Swiss na Falconbridge Ltd..",0,0,0
175,"Upang malikha ang mapa para sa Hoth, ang mga taga-disenyo ay nakatanggap ng pinakamaraming mapagkukunan ng materyal hangga't maaari mula sa ""The Empire beats back"" upang makabuo ng isang tunay na reproduksyon.","Upang mabuo ang mapa para sa Hoth, kumuha ang mga taga-disenyo ng pinakamaraming mapagkukunan ng materyal hangga't maaari mula sa ""The Empire Strikes Back"" upang makalikha ng isang tunay na reproduksyon.",0,0,1
48947,"Ang mga resulta ng isang klinikal na pagsubok sa mga taong may hindi magagamot na metastases mula sa iba't ibang solidong tumor ay inilathala sa ""Science"" noong 2017.","Ang mga resulta ng isang klinikal na pagsubok sa mga taong may iba't ibang solidong metastases na nagmumula sa mga tumor na hindi na magagamot ay inilathala sa ""Science"" noong 2017.",0,0,0
3211,Sa pagkakataong ito ang mga vocal ay pinagkadalubhasaan ni Matti Auerkallio at ang EP ay ginanap ni Pirkka Rannäli,Ang EP ay na-master ni Matti Auerkallio at ang EP ay na-master ni Pirkka Rannäli.,0,0,0
30839,Pagkatapos ay naglakbay sina Scott at Short patungong Kentucky River sa pamamagitan ng kalupaan upang siyasatin ang lupang kanilang aangkinin kalaunan.,"Pagkatapos, naglakbay sina Scott at Short sa lupa patungong Ilog Kentucky upang angkinin ang lupang kanilang susuriin mamaya.",0,0,1
14383,"Isang gabi, kinontak ni Rick si Maddy at ipinaalam dito ang biglaang pagkamatay ni Jill.","Isang gabi, kinontak ni Rick si Jill at ipinaalam dito ang biglaang pagkamatay ni Maddy.",0,1,1
37201,"Noong 1516, pagmamay-ari ng pamilyang Mundy ang manor house ng Allestree hanggang sa ibenta ito ni Francis Noel Clarke Mundy kay Thomas Evans noong 1781.","Noong 1516, pagmamay-ari ng pamilyang Mundy ang manor house ng Allestree hanggang sa ibenta ito ni Thomas Evans kay Francis Noel Clarke Mundy noong 1781.",0,1,1
22925,"Noong Marso 1977, nagretiro si Hannah at namatay nang sumunod na taon.",Namatay si Hannah noong Marso 1977 at nagretiro nang sumunod na taon.,0,1,1
3927,"Nanalo si Helena Suková ng 7-6, 7-6 laban kay Brenda Schultz sa finals.","Nanalo si Brenda Schultz ng 7-6, 7-6 laban kay Helena Suková sa finals.",0,1,1
9609,Tanging ang mga Sara ng timog ang epektibong pinamahalaan; ang presensya ng mga Pranses sa Islamikong hilaga at silangan ay nominal lamang.,"Tanging ang sara ng timog ang epektibong pinamahalaan, ang nominal na presensya sa hilaga at silangang Pranses ay Islamiko.",0,0,0
26897,"Noong ika-20 ng Nobyembre 1852, pinakasalan niya si Frederik Due. Siya ang bayaw ni Maria Soane.","Noong Nobyembre 20, 1852, pinakasalan niya si Frederik Due, kapatid siya ni Maria Soane.",0,1,1
29279,"Ang Babbar Khalsa ay nakalista bilang isang organisasyong terorista ng Estados Unidos, EU, Canada, India, at United Kingdom.","Ang Babbar Khalsa ay itinatanghal ng Estados Unidos, EU, Canada, India at United Kingdom bilang isang organisasyong terorista.",0,0,0
3730,Ang Quechua variety na sinasalita sa Arequipa ay Cusco -- Collao Quechua,"Maraming iba't ibang uri ng Quechua, na sinasalita sa Cusco",0,0,1
9923,Si Seleucus ay isang mayamang Kristiyanong Romanong Senador na may lahing Griyego na nabuhay noong unang kalahati ng ika-4 na siglo at ikalawang kalahati ng ika-5 siglo.,"Si Seleucus ay isang mayamang Kristiyanong Romanong senador na may lahing Griyego, na nabuhay noong ikalawang kalahati ng ika-4 na siglo at unang kalahati ng ika-5 siglo.",0,0,0
39412,"Siya ay ipinanganak sa Bukan, Iran, ngunit dumating sa Kristiansand noong 1997, Norway.","Siya ay ipinanganak sa Kristiansand, Norway, ngunit dumating noong 1997 sa Bukan, Iran.",0,0,0
37478,Siya ang unang propesyonal na babaeng pintor at ang unang peministang manunulat sa Korea.,Siya ang unang peministang pintor at ang unang babaeng propesyonal na manunulat sa Korea.,0,1,1
45891,"Ang bayan ay karaniwang may banayad na taglamig, malamig at maniyebeng tag-araw.","Ang bayan ay karaniwang may malamig, maniyebeng taglamig at banayad na tag-araw.",0,0,0
3897,Marahil ang pinakakilalang bersyon ng kanta ay prinodyus ni Dick Rowe at nairekord sa UK ng The Stargazers noong 1953.,Ang pinakakilalang bersyon ng kanta ay naitala ni Dick Rowe at prinodyus noong 1953 sa Inglatera ng The Stargazers.,0,0,0
48198,"Dahil sa mga resulta sa huling round, nakatanggap si Gianni Morbidelli ng + 30 kg, Andrea Belicchi ng + 20 kg at Jordi Gené ng + 10 kg.","Dahil sa mga resultang nakuha sa nakaraang round, si Gianni Morbidelli ay nakatanggap ng + 30 kg, Jordi Gené + 20 kg at Andrea Belicchi + 10 kg.",0,1,0
17264,"Ang ""Son of Coma Guy"" ay ang ikatlong episode ng ikapitong season ng ""House"" at ang ika-limampu't tatlong episode sa kabuuan.","Ang ""Son of Coma Guy"" ay ang ikapitong episode ng ikatlong season ng ""House"" at ang ika-limampu't tatlong episode sa kabuuan.",0,0,0
14680,"Sinundan niya noong 1995 -- 2003 si Jenny McGhee Edwards, mula 2003 -- 2007 si Larry Kearney at mula 2007 -- 2015 si Elic Senter.",Sinundan siya ni Larry Kearney mula 1995 -- 2003 ni Jenny McGhee Edwards noong 2003 -- 2007 at ni Elic Senter mula 2007 -- 2015.,0,1,1
18364,Ang politiko at negosyante na si Kuno Pajula (1885 - 1942) at dating Arsobispo Juhan Kukk (1924 - 2012) ay isinilang sa Käru.,Ang politiko at negosyante na si Juhan Kukk (1885-1942) at dating Arsobispo Kuno Pajula (1924-2012) ay isinilang sa Käru.,0,0,0
30066,"Gayunpaman, ang wikang Georgian ay ang anyong isahan kapag tinukoy ang dami, kaya, sa pagsasagawa, ang pangmaramihan ng ""tetri"" ay gumagamit lamang ng ""tetri"".","Gayunpaman, ang wikang Georgian ay gumagamit ng anyong isahan kapag tinukoy ang bilang, kaya sa pagsasagawa ang pangmaramihan ng ""tetri"" ay ""tetri"" lamang.",0,0,0
13006,"Kapag tinamaan ng bola ang mga sintetikong pin, kadalasan ay iba ang tunog ng mga ito kumpara sa mga kahoy na pin.","Kapag tinamaan ng bola, karaniwang iba ang tunog ng mga pin na gawa sa kahoy kumpara sa mga sintetikong pin.",0,0,1
44365,"Ang Panthro ay pinalitan ng pangalan na ""Pantro"" sa bersiyong Espanyol, ""Pantor"" sa bersiyong Aleman, at ""Pantéro"" sa bersiyong Pranses.","Ang Panthro ay pinalitan ng pangalan sa bersiyong Espanyol sa `` Pantro '', sa bersiyong Ingles ay `` Pantor '' at sa bersiyong Pranses ay `` Pantéro ''.",0,0,0
36705,Iba't ibang reaksyon ang nagaganap sa ibabaw ng isang katalista ng isang heterogenous na yugto.,Ang mga reaksyong nagaganap sa ibabaw ng isang katalista na may ibang yugto ay magkakaiba rin.,0,1,0
7474,"Ito ay matatagpuan 3 km hilagang-kanluran ng ilog Alfeios, 8 km timog-kanluran ng Dimitsana, 10 km hilagang-silangan ng Andritsaina at 12 km hilagang-silangan ng Karytaina.","Ito ay 3 km hilagang-silangan ng ilog Alfeios, 8 km timog-kanluran ng Dimitsana, 10 km hilagang-silangan ng Andritsaina at 12 km hilagang-kanluran ng Karytaina.",0,0,0
43424,Ang episode ay isinulat ni Bill Wrubel at idinirek ni Lev L. Spiro.,Ang episode ay isinulat ni Lev L. Spiro at idinirek ni Bill Wrubel.,0,0,0
48531,"Kabilang sa mga nangunguna sa istatistika ng koponan sina Kyle Boller, na may 1,741 passing yards, Charon Arnold na may 688 Rushing Yards, at Terrell Williams na may 606 reception-yards.","Kabilang sa mga nangungunang istatistikal ng koponan sina Kyle Boller na may 1,741 passing yards, Terrell Williams na may 688 rushing yards, at Charon Arnold na may 606 receiving yards.",0,1,1
14251,"Si Helmut Groß ay ang alkalde ng Tengen mula 1973 hanggang 2015, at ang kanyang kahalili ay si Marian Schreier.","Mula 1973 hanggang 2015, si Marian Schreier ay Alkalde ng Tengen, ang kanyang kahalili ay si Helmut Groß.",0,0,0
23854,Si Nora Navarro ay isinilang bilang pangalawa sa anim na anak ng manggagamot na si Winifredo Santos at María Rosario Santos y Navarro.,"Si María Rosario Santos y Navarro ay isinilang na pangalawa sa anim na anak nina Winifredo Santos, isang manggagamot, at Nora Navarro.",0,0,0
10463,"Noong Agosto 20, 2012, awtomatikong isinara ang serbisyo ng pagho-host ng video at ang natitirang nilalaman ng Google Video ay tuluyang inilipat sa YouTube.","Noong Agosto 20, 2012, natapos ang serbisyo ng pagho-host ng video at ang natitirang nilalaman ng Google Video ay awtomatikong inilipat sa YouTube.",0,0,0
3244,Karaniwan silang binubuo ng maliliit na yunit -- bawat isa ay may dalawang malalaki at mabibigat na kadena at dalawang pangunahing istruktural na magaan na kadena.,Karaniwang gawa ang mga ito sa mga pangunahing yunit ng istruktura -- bawat isa ay may dalawang malalaki at mabibigat na kadena at dalawang maliliit na magaan na kadena.,0,0,0
39939,"Nagpakilala siya ng isang bagong anyo ng Ekspresyonismo, batay sa mga motibong Persiano at mga mood nito sa Silangan.",Nagpakilala siya ng isang bagong anyo ng ekspresyonismo batay sa mga motibong oriental at mga mood nito na Persian.,0,1,1
23338,"Ang Eoacmaea chamorrorum ay isang uri ng kuhol sa dagat, isang tunay na limpet, isang marine gastropod mollusk sa pamilyang Eoacmaeidae, isa sa mga pamilya ng mga tunay na limpet.","Ang Eoacmaea chamorrorum ay isang uri ng kuhol sa dagat, isang tunay na limpet, isang tunay na gastropod mollusk sa pamilyang Eoacmaeidae, isa sa mga pamilya ng Marine limpets.",0,0,0
1892,Tinipon ni Vivek Ranadive ang isang grupo na pinamumunuan ni Kevin Johnson upang idaos ang koponan sa Sacramento.,Tinipon ni Kevin Johnson ang isang grupo na pinamumunuan ni Vivek Ranadive upang mapanatili ang koponan sa Sacramento.,0,1,1
1270,Si Dotty ay ipinanganak noong 1923 sa Gloucester at namatay sa Boston noong 2014.,Si Dotty ay ipinanganak sa Boston noong 1923 at namatay sa Gloucester noong 2014.,0,0,0
7497,Ang eksaktong mga numero hanggang sa Ang bilis ng paglaki ng mga numero ng lamig ay nananatiling hindi alam.,Mga malamig na numero hanggang sa Ang eksaktong antas ng paglago ng mga malamig na numero ay nananatiling hindi alam.,0,0,0
1660,Ang JieT ay isang sanga ng Ilog Mija Mică sa Romania.,Ang Ilog Mija Mică ay isang sanga ng Ilog Jieţ sa Romania.,0,0,0
39781,"Kabilang sa mga pangunahing kakumpitensya ng Tata Steel ang ArcelorMittal, Essar Steel, Jindal Steel and Power, JSW Steel, SAIL at VISA Steel.","Kabilang sa mga pangunahing kakumpitensya ng VISA Steel ang ArcelorMittal, Essar Steel, Jindal Steel and Power, Tata Steel, SAIL at JSW Steel.",0,1,1
4428,"Ipinanganak bilang Chloe Wang sa Chicago, Illinois, si Chloe Bennet ay anak nina Bennet Wang, isang investment banker, at Stephanie Crane, isang internist.","Si Chloe Wang ay ipinanganak sa Chicago, Illinois, sina Chloe Bennet, anak nina Bennet Wang, isang investment banker, at Stephanie Crane, isang internal manager.",0,0,0
14914,"Si Pennypacker, na ipinanganak sa Pennsylvania, ay lumipat ilang sandali pagkatapos ng pagpasok ng ikadalawampung siglo sa New York City bago lumipat sa Southampton, New York, sa Long Island.","Si Pennypacker, na ipinanganak sa Southampton, New York, ay lumipat ilang sandali pagkatapos ng pagpasok ng ikadalawampung siglo sa Pennsylvania bago lumipat sa New York City sa Long Island.",0,0,0
31392,"Ang Lusaghbyur (dating kilala bilang Lusakhpyur, na romanisado ring Agbulakh at Agbulag) ay isang lungsod sa lalawigan ng Lori ng Armenia.","Ang Lusaghbyur (na-romanize din bilang Lusakhpyur; dating, Agbulakh at Agbulag) ay isang bayan sa Lalawigan ng Lori ng Armenia.",0,0,0
1575,Naiulat noong Hunyo na pumirma si Burke ng kontrata sa pagrerekord sa Syco at ang album ay magkasamang pinangangasiwaan ng RCA Records at RCA Records.,Naiulat noong Hunyo na pumirma si Burke ng kontrata sa pagrerekord sa RCA Records at ang album ay magkasamang hahawakan ng Syco at RCA Records.,0,0,0
6471,"Isang ikatlong bersyon sa radyo ang ipinalabas ng BBC noong Mayo 2008, kung saan muling ipinalabas si Wilton bilang si Duff at ang awtor naman ang gumanap bilang si Beth.",Isang ikatlong bersiyon sa radyo ang ipinalabas ng BBC kasama si Wilton bilang si Beth at ang awtor na si Duff noong Mayo 2008.,0,1,1
34771,"Noong 1406, ipinanumbalik niya ang Juliana Anicia Codex ni Dioscurides, muling pinagbuti, at idinagdag ang talaan ng mga nilalaman at malawak na iskolarship sa maliit na bahagi ng Griyegong Byzantine.","Noong 1406, idinagdag niya ang Juliana Anicia Codex ni Dioscurides, isang rebound at isang talaan ng mga nilalaman, at ang minuscule scholia sa Byzantine Greek ay komprehensibong naibalik.",0,1,0
22638,"Siya ang ama ng historyador na si Peyton C. March at ni Heneral Francis Andrew March, ang pinuno ng kawani ng Hukbong Sandatahan ng Estados Unidos noong Unang Digmaang Pandaigdig.","Siya ang ama ng historyador na si Francis Andrew March at ni Heneral Peyton C. March, ang pinuno ng kawani ng Hukbong Sandatahan ng Estados Unidos noong Unang Digmaang Pandaigdig.",0,1,1
23352,"Ang musika ng Kalia ay isinulat ni Wajahat Attre, ang mga liriko ay nilikha nina Waris Ludhianvi at Khawaja Pervez, at ang mga mang-aawit ay sina Noor Jehan at Naheed Akhtar.","Ang musika mula sa Kalia ay nilikha ni Wajahat Attre, ang mga teksto ay isinulat nina Waris Ludhianvi at Khawaja Pervez, at ang mga mang-aawit ay sina Noor Jehan at Naheed Akhtar.",0,0,0
23687,"Ang Võhma ay isang nayon sa Lääneranna Parish, Pärnu County, sa kanlurang Estonia.","Ang Võhma ay isang nayon sa parokya ng Lääneranna, Estonia, sa kanlurang Pärnu County.",0,0,0
26167,"Tumakbo para sa ikatlong termino ang kasalukuyang Demokratang si Chuck Robb, ngunit natalo kay Republikanong George Allen.","Ang itinatag na Republikanong si George Allen ay tumakbo para sa ikatlong termino, ngunit natalo kay Demokratang Chuck Robb.",0,1,0
27176,Ang Seon ay isang munisipalidad sa distrito ng Lenzburg sa kanton ng Aargau sa Switzerland.,"Ang Seon ay isang munisipalidad sa distrito ng Aargau sa kanton ng Lenzburg, Switzerland.",0,0,0
32026,Di-nagtagal ay pinalayas siya ni Colin Hudson at kalaunan ni Johnny Watkins sa panig ng Cardiff.,"Gayunpaman, napatalsik siya sa panig ng Cardiff, di-nagtagal pagkatapos nina Johnny Watkins at kalaunan ni Colin Hudson.",0,0,1
29137,"Ang kanonikal na pagpipilian para sa (`` m '' , `` n '' ) ay pinili upang ang `` n '' ay positibo at iyon ay .","Ang positibong pagpili para sa ((``m'',``n'')) ay pinili upang ang ``n'' ay kanonikal at , i.e.",0,0,0
21762,"Ang kasalukuyang tagapangulo nito ay si Henry Butler, at ang tagapamahala ng distrito nito ay si Richard Flateau.","Ang kasalukuyang tagapangulo nito ay si Richard Flateau, at ang tagapamahala ng distrito nito ay si Henry Butler.",0,0,0
151,"Sa loob ng ilang taon, nag-aral si Daniel sa parehong paaralan kasama si Björn Dixgård; sa edad na labinlima, itinatag niya ang isang banda na tinatawag na Butler kasama si Björn.","Sa loob ng ilang taon, nag-aral si Björn sa iisang paaralan kasama si Daniel at nagtatag ng isang banda na tinatawag na Butler kasama si Björn Dixgård sa edad na labinlima.",0,1,1
20899,"Ang Ogle County, Illinois ay matatagpuan sa Mount Morris Township.","Ang Mount Morris Township ay matatagpuan sa Ogle County, Illinois.",0,0,0
7635,"Si Evariste Baizeau (Hunyo 3, 1821 - Nantes, Pebrero 6, 1910) ay isang Pranses na manggagamot sa militar.","Si Anacharsis Evariste Baizeau (3 Hunyo 1821, Nantes -- 6 Pebrero 1910, Paris) ay isang Pranses na manggagamot sa militar.",0,0,0
2255,Pagkatapos ay tumatawid ito sa sangay ng Ilog Washita ng Lawa ng Texoma.,Tumatawid ito sa sangay ng Lawa ng Texoma ng Ilog Washita.,0,0,1
33811,"Si Lytton ang kambal ni Emma Watson sa pelikulang ""Harry Potter and the Chamber of Secrets"".","Si Emma Watson ang katapat ni Lytton sa pelikulang ""Harry Potter and the Chamber of Secrets"".",0,1,1
6677,"Noong 1963, biglang namatay si Kjeld Deichmann at isinara ni Erica ang studio at iniwan ang sining ng pagpapalayok.","Noong 1963, biglang namatay si Erica at isinara ni Kjeld Deichmann ang studio at iniwan ang sining ng pagpapalayok.",0,1,1
17332,"Kasunod ng kalayaan ng Lalawigan ng Tavush noong 1991, ang Ijevan ay naging sentro ng administrasyon ng bagong tatag na Armenia alinsunod sa mga repormang panlalawigan noong 1995.","Kasunod ng kalayaan ng Armenia noong 1991, ang Ijevan ay naging sentro ng probinsya ng bagong tatag na lalawigan ng Tavush pagkatapos ng mga repormang administratibo noong 1995.",0,0,0
28129,"Sa miniseries na ""Hemingway"" mula 1988 kasama si Stacy Keach, ginampanan ni Fiona Fullerton si Duff Twysden.","Sa miniserye noong 1988 na ""Hemingway"", na pinagbibidahan ni Fiona Fullerton, si Duff Twysden ay ginampanan ni Stacy Keach.",0,1,0
46418,Ang iskrip nina Robert Carrington at Jane-Howard Carrington ay batay sa dulang isinulat ni Frederick Knott noong 1966.,Ang iskrip nina Frederick Knott at Jane-Howard Carrington ay batay sa dulang isinulat ni Robert Carrington noong 1966.,0,0,0
