gold_label,sentence1,sentence2
contradiction,"Ngunit sa kabilang banda, nakakain na kami ng maraming raccoon, possum, at iba't ibang uri ng pagong.",Hindi ako kumakain ng anumang uri ng karne.
contradiction,Parang isang soap opera sa gabi.,Ito ay isang napakaseryosong bagong palabas.
contradiction,"Ang iniisip ko tungkol sa iyo ay maaaring napakaliit na bagay para sa iyo, ginoo. Ito ay isang nakakapagpahina ng loob na galaw.",Dapat talagang pakialaman mo kung ano ang iniisip ko tungkol sa iyo.
contradiction,Ang ilan sa mga pinaka-kontrobersyal na probisyon ng Patriot Act ay magwawakas sa katapusan ng 2005.,Ang buong Patriot Act ay mananatiling may bisa hanggang hindi bababa sa taong 2010.
contradiction,"Ang mga miyembro ng car club ay tinatawag na mga clubber, at nakikipagkumpetensya sila para sa mga tropeo, nagmamaneho sa mga karavan ng sasakyan, at madalas na nakikilahok sa mga kaganapan para sa pangangalap ng pondo.",Ang mga miyembro ng car club ay hindi nagmamaneho.
contradiction,"Ang wikang Ingles ay sobra nang nabibigatan ng mga kakaibang salita na hindi sana dapat inako, at kahit ngayon ay dapat nang ilabas.",Ang Ingles ay lubos na nangangailangan ng karagdagang mga banyagang salita.
contradiction,"Ang parte kasi, may 158 itong bahagi at kailangan naming buksan ito, buuin muli, buksan ulit, at huwag kailanman magkamali.",Hindi talaga kami pinayagang hawakan ito.
contradiction,"Pero uh, isipin mo.",Hindi ito bagay na gusto mong isipin.
contradiction,Ang inyong mga kontribusyon sa Taunang Pondo sa antas ng Maennerchor Society ay nagbigay ng makabuluhang tulong sa paaralan.,Ang Maennerchor Society ay pribadong pinondohan ni Bill Gates.
contradiction,Na-inis siya sa mga salita mo.,Talagang nagustuhan niya ang sinabi mo.
contradiction,Ang isang malawakang programa ng pag-aayos ay nakatakdang matapos bago matapos ang 2001.,Matatapos ang programa sa pag-aayos bago magsimula ang taong 2001.
contradiction,"Para sa mga mahilig sa pelikula, ang pinaka-kapanapanabik na eksibit ay ang koleksyon ng mga lumang nickelodeon, autoscope, at movieola na mga makina na nag-proyekto ng pinakaunang gumagalaw na larawan.",Nakakabagot ang mga lumang nickelodeon para sa mga mahilig sa pelikula.
contradiction,"Siyempre, kung hindi natin malutas ang ating piniling paraan ng pagkita ng kabuhayan, mamamatay na tayo.","Ang mga tao ay palaging makakaligtas sa anumang sitwasyon, kahit hindi sila kumikita."
contradiction,"Habang pinoproseso ang travel voucher, maaaring ikumpara ng awtomatikong sistema ang impormasyon tungkol sa aktwal na singil na pinroseso ng kumpanya ng charge card sa mga inaangkin sa voucher.","Kapag ginamit ang travel voucher, nagkakagulo ang sistema at hindi na ito gagana."
contradiction,"Ang isang sukat para sa lahat ay hindi gumagana sa maikling interbensyon, tulad ng hindi rin ito gumagana sa pangkalahatang klinikal na praktis.",Isang sukat para sa lahat pagdating sa maiikling interbensyon.
contradiction,"O sige nga, bumalik ako sa mesa ko.",Tinanggi akong muling umupo.
contradiction,"At, uh, lumipat sila sa downtown at, uh, at ganoon pa rin ito sa Augusta, isang malaking kalye sa downtown na tinatawag na Broad Street, at talagang isa lang itong malapad na kalye sa downtown.",Umalis sila sa Augusta at pumunta sa Atlanta.
contradiction,Ang mga korona ng laurel na sumasagisag ng tagumpay at mga sanga ng oliba na sumasagisag ng kapayapaan ay nagpapaganda rin sa gilid ng alpombra kasama ang mga dahon ng acanthus.,"May mga isdang ginto, mga ahas, at wala nang iba pa sa gilid ng alpombra."
contradiction,Walang indikasyon na sina Atta o Shehhi ay nakatanggap ng anumang karagdagang pagsasanay sa paglipad noong Hunyo.,May ebidensya na nagsikap sina Atta at Shehhi na maging mas mahusay na piloto noong Hunyo.
contradiction,Kaya kinuha ni Shannon ang logaritmo ng dami ng espasyo ng mensahe na sinasakop ng isang mensahe at pinarami ito sa posibilidad na ang mensaheng iyon ay ipinadala mula sa pinagmulan.,Hindi pinansin ni Shannon ang mensahe.
contradiction,"Ang kanyang presensya sa sandaling ito, at isinasaalang-alang ang kalikasan ng kanyang alitan kay Wolverstone, ay nakakahiya.",Hindi kailanman nakipagtalo si Wolverstone sa kanya.
contradiction,"Sa labas ng Teatro, direktang pumupunta ang mga artista ng IRT sa silid-aralan upang makatrabaho ang mga bata at mas personal na ipakilala sa kanila ang mundo ng teatro.",Ang mga artista ng IRT ay hindi gumagawa ng anumang bagay para sa mga bata at sa halip ay nakatuon sa mga matatanda sa komunidad.
contradiction,Larawan ni Bill Clinton sa Slate Table of Contents ni Kevin Lamarque/Reuters.,Litrato ni Bill Clinton sa talata ng nilalaman ng Vanity Fair ni Ralph Emerson/AP News.
contradiction,"Napakatumpak ng akustika sa loob ng libingan, na nagpapalakas sa tunog ng papalapit mong mga kasama.",Ang akustika sa lugar na iyon ay magulo talaga.
contradiction,mabuting kapatid -- ang pahayag na ito ng karaniwang kasalukuyang gamit ay matatagpuan sa Julius Caesar (iv.,Ang terminong 'good brother' ay ginagamit lamang mula pa noong ika-20 siglo.
contradiction,Maingat niyang hinaplos ang kanyang gintong balbas.,"Malinis ang kanyang mukha, walang balbas."
contradiction,"Sa magkabilang gilid nito, ang isang makabagong oktagonal na simbahan sa silangan at isang kapilya at hexagonal na tore sa kanluran ay kumakatawan sa muling pagsilang ng lungsod pagkatapos ng digmaan.",Ang pamilihan ay kumakatawan sa muling pagsilang ng lungsod pagkatapos ng digmaan.
contradiction,Pinili rin ng sistema nang random ang mga pasahero upang sumailalim sa karagdagang pagsusuri sa seguridad.,Lahat ng pasahero ay makakapasok nang walang problema.
contradiction,Ang pag-aatas sa mga abogado na subaybayan ang galaw ng mga karapat-dapat na dayuhan sa lahat ng oras ng taon ay magdudulot ng napakalaking pasanin sa mga benepisyaryo ng LSC.,Magiging isang walang kabuluhang bagay para sa abogado na subaybayan ang mga karapat-dapat na dayuhan sa lahat ng oras.
contradiction,"Ang mga kalahok ay bibigyan ng mga pangalan, tirahan, at numero ng telepono ng mga potensyal na mag-aaral, pati na rin ng impormasyon tungkol sa mga pangangailangan ng paaralan.","Ang mga kalahok ay maaari lamang malaman ang mga pangalan ng mga potensyal na kliyente, ngunit hindi ang kanilang mga address."
contradiction,Mahalaga ka sa amin at sa I.U.,Hindi namin at ng I.U. pinapansin ka man lang.
contradiction,Ang paglago ng ekonomiya ay bahagi at di-maihihiwalay na aspeto ng pagkamalikhain ng sansinukob sa kabuuan.,Ang paglago ng ekonomiya ay isang halimaw na kakaiba; isang nilalang na hiwalay sa sansinukob.
contradiction,"Ibig sabihin nito ay lahat ng bagay para kina Becky, Stephanie, Marcus, at Emily, at sa mga estudyanteng katulad nila.",Hindi talaga siya nagmamalasakit dito.
contradiction,"Hindi ko talaga nakita, at hindi ko pa alam kung bakit, maliban kung ito ay simpleng ex, ex, na nagpapahayag ng, ng, ng pangangailangang malaman kung ano ang ginagawa mo at kung ano pa man.",Nakita ko ang bawat bahagi nito!
contradiction,"Ang mga salita, sa pangkalahatan, ay matanda.",Halos lahat ng mga salita ay napakabagong imbensyon.
contradiction,"Pinag-usapan nila ang mga target sa kodigong wika, nagkunwaring mga estudyante na tinatalakay ang iba't ibang larangan ng arkitektura: ang World Trade Center para sa sining, ang Pentagon para sa batas, at ang White House para sa politika.",Diretsahan nilang sinabi kung aling mga palatandaan ang kanilang tinutukoy.
contradiction,Nakakatanggap ang mga miyembro ng diskwento sa mga produkto at publikasyon ng Samahan na mabibili sa pamamagitan ng karaniwang katalogo at sa History Market gift shop na matatagpuan sa aming magandang punong-tanggapan ng Samahan.,Hindi nakakakuha ng diskwento ang mga miyembro dahil malaki ang mawawala sa amin.
contradiction,"At kahit mangahas siyang subukan ito, tiyak na hindi mangahas ang kanyang sariling mga opisyal na gawin ang iba kundi ang salungatin siya.",Mag-isa siya at wala siyang mga opisyal.
contradiction,Isa sa mga benepisyo na nakukuha namin siyempre ay ang paglalakbay.,Hindi kami nakakakuha ng anumang benepisyo.
contradiction,1) Pagtataas ng saklaw ng mga alternatibong paraan ng komunikasyon,Gumagamit lang ng mga titik ang lahat.
contradiction,"Ang suportang pisyolohikal ay naiiba sa suportang pang-buhay dahil siya ang humahawak sa mga silid-pataas na nagpapataas sa mga piloto hanggang 80,000 talampakan, at ibinababa sila muli.",Itinigil na ang altitude chamber.
contradiction,Hindi. Isinara ni Blood ang kanyang teleskopyo.,Walang bakas ng dugo kahit saan malapit sa teleskopyo.
contradiction,Ang kasalukuyang mga kinakailangan sa seguridad ay nagpapalago ng labis na pag-uuri at labis na pagkakabukod-bukod ng impormasyon sa pagitan ng mga ahensya.,Ang mga kinakailangan sa seguridad ay hindi masyadong naghihiwalay-hiwalay ng impormasyon.
contradiction,"Kaya hindi ko matanggap ang pinagmulan ni Hendrickson para sa horse latitudes, bagaman, upang mabigyan siya ng kanyang nararapat, kinopya lang niya ang etimolohiya mula sa ibang mga sanggunian, kabilang ang OED.",Lubos akong sumasang-ayon kay Hendrickson.
contradiction,"Pinayagan siyang malinaw na makita na siya ang magandang-porma at eleganteng batang naglilibang mula sa St. James's, si Lord Julian Wade, na sa kanya nakalaan ang bawat sandali niya.","Siya ay nahuhumaling kay Lord Julian Wade, sa kabila ng kanyang magulong pag-uugali."
contradiction,Matutong lumakad sa sapatos ng iba.,Upang makasariling asikasuhin ang iyong sariling buhay at ang iyong sariling mga gawain.
contradiction,"Ang mga pagsubok sa bisa ang unang hakbang, ngunit ang pagpapatupad ng napatunayang mga sistema ng pagsusuri sa alkohol at maikling interbensyon sa mga ospital at pamayanan ang naging pinakamahirap na bahagi ng proseso.",Ang pagsusuri ng bisa ang huling hakbang.
contradiction,Ang isang birheng gubat ay isang gubat na hindi pa nararating ng kamay ng tao.,Ang pinakabagong kondominyum na proyekto sa gitna ng gubat ay hindi makakaapekto sa katayuan nito bilang dalisay na gubat.
contradiction,at maaari rin silang maging napakabait pagkatapos silang masanay.,Nagiging matigas at malamig sila kapag natapos na nila ang pagsasanay.
contradiction,"At siya ay isang babaero, at oo nga pala, parang wala siya sa sarili. At, ah, kaya, alam mo, hindi ko siya gusto, pero ganoon pa man, iyon ang aking mga kuwento.",Siya ay napakatapat at mabait.
contradiction,"Sa batong pantalan sa likod ng siwang nakahiga ang isang nakasubsob na itim na kotse at isang matingkad na rosas na bumbunan pangisda, na kasingliit ng mga laruan sa harap ng mga dambuhalang bato.","Dahil sa napakalaking sukat ng kotse, nagmukhang maliit na bato ang malaking bato."
contradiction,"Sige, bakit hindi ka magsimula? Mas matagal mo na kasing naiisip ito, kung hindi ka naman makokontradiksyon.",Dapat kang pumunta huli dahil wala kang alam.
contradiction,"Ngunit ang paliwanag na ito sa dedikasyon ay hindi isinama sa pagsusuri, kaya't hindi naging mas maalam ang mambabasa kaysa dati.",Sinasaklaw ng pagsusuri ang lahat ng impormasyong maaaring kailanganin ng mambabasa.
contradiction,Iba pang mga tagapayo ang naghayag din ng pag-aalalang ito.,Lahat ng tagapayo ay nagkasundo nang walang alinlangan na walang dapat ikabahala.
contradiction,"Sa tula na ito, naninirahan at tumatakas si Joaquan sa isang barko patungong Mexico o Timog Amerika, at ang katawang naputol ang ulo ay sa totoo lang ang kanyang matalik na kaibigang si Ramen.","Sa tula, nanirahan si Joaquan sa kanyang kotse."
contradiction,Hindi dapat balewalain ang mga kislap ng karunungan.,Ang mga kidlat ng karunungan ay walang kahalagahan.
contradiction,Ang naipong mga ari-arian ay maaaring magbunga ng kita sa anyo ng interes at dibidendo na maaari namang ipunin.,Pinapawalang-halaga ng mga asset ang iyong pera dahil sa interes.
contradiction,"Katabi ng simbahan ay ang natitira na lamang ng Contra-Aquincum, isang hinukay na plaza na may mga bangko at isang maliit na eksibisyon ng mga tableta at relieff na natagpuan sa lugar.",Ang plaza ay walang upuan.
contradiction,"Uh-huh, nakakatawa ito, at um, sa tingin ko gusto ko lang talaga ang mga nakakatawang palabas.",Hindi ko gusto ang mga nakakatawang palabas.
contradiction,".., ngunit sa ikalawang pagkakataon ng pagkikita ay nahuli siya sa gitna ng dalawang kaibigan.",Mayroon lamang siyang isang pakikipagtagpo na kinasasangkutan ng isang kaibigan niya.
contradiction,"Sa karamihan ng mga kaso, maaaring mas mataas ang pagtataya sa ugnayan ng konsentrasyon at tugon; sa ibang mga kaso, maaaring mas mababa ito.",Bihira nang masobrahan ang pagtataya sa mga epekto ng ugnayan ng konsentrasyon at tugon.
contradiction,"Kaya, eh, ako, uh, gayunpaman, uh, uh, ito ang tatlong U2 piloto na nasa opisina ni Pangulong Kennedy sa Washington kasama si Heneral May.",Hindi kailanman pumunta si Heneral May sa opisina ni Pangulong Kennedy.
contradiction,TABLE A.- KABUUANG MGA BAYAD-PAHINTULOT NG MERCURY NA INILALAAN O INILINGKAS PARA SA EGUS,Walang mga patakaran tungkol sa merkuryo.
contradiction,"Kawili-wili ang aking kasarian, ngunit hindi talaga ito ang paksa ng kuwento rito.",Ang pangunahing paksa ng kuwentong ito ay tungkol sa aking kasarian at sa pagsisiwalat nito sa mga taong pinakamalapit sa akin.
contradiction,"Naibalik na ang malalawak na bakuran at mga pavilion sa ibabaw ng mga silid-libingan ni Yongle, at dito inilalagay ang ilan sa mga kayamanang nahukay mula sa mga Libingan ng Dinastiyang Ming, kabilang ang imperyal na baluti.",Hindi mo makikita ang anumang lumang bagay na naka-display.
contradiction,"Kung tutuusin, lalo pang tumaas ang kanyang kasabikan.",Pinababa nito ang kanyang kasabikan.
contradiction,"Oo, may credit union ako.",Ano ang credit union?
contradiction,"Kung pagkakamali ang pagbibigay ng komisyon kay Kapitan Blood, hindi ko iyon pagkakamali.",Walang pagkakamali sa pagbibigay kay Kapitan Blood ng kanyang komisyon.
contradiction,"Kalokohan, siyempre, ay isang pagtatalaga sa wika bilang walang halaga, nakakadiri, at hindi angkop para sa pagkonsumo ng tao, gaya ng dumi ng baboy.",Ang Hogwash ay karaniwang ginagamit upang ilarawan ang pinakamahalaga at makatuwirang mga bagay.
contradiction,Ang mga lokal na pahayagan at ang ilang makapangyarihang satelayt na tagapagpalabas gaya ng al Jazeera ay madalas na pinatitibay ang temang jihadista na naglalarawan sa Estados Unidos bilang anti-Muslim.,Kailangang magmukhang pro-Muslim ang lahat ng pahayagang Amerikano.
contradiction,"Gusto ni Prudie na agad mong maibalik ang iyong pagpapatawa at magpasalamat ka na sumingit ang kaibigan mo bago pa man may, uh, masamang mangyari.",Sabi ni Prudie na dapat mong seryosohin ito nang mabuti.
contradiction,Ang Bureau of the Census ng Estados Unidos ay nag-grupo ng datos ng 1990 Census of Population and Housing gamit ang limang-digit na ZIP code.,Walang Sensus ng Estados Unidos na isinagawa noong 1990.
contradiction,"Well, kung isasaalang-alang na lumaki si Bill Bradley sa St. Louis—sandali, pasensya na, nakakatawa lang iyon kung lumaki si Al Gore sa Tennessee.",Si Bradley ay taga-Arkansas.
contradiction,"May mga karapat-dapat na ideya ang mga Eurocrat ng European Union, tulad ng paghihikayat sa mga pamahalaan ng kontinente na magkasundo sa magkakasundong mga patakaran sa kapaligiran at imigrasyon.",Walang magagandang ideya mula sa Eurocats.
contradiction,Makikita rito ang ilang maliliit na templo.,Walang mga templo sa mga lugar.
contradiction,Magbigay ng propesyonal na kapaligiran para sa maraming talentadong aktor sa komunidad upang paghusayin at perpektuhin ang kanilang mga kasanayan.,Hindi kailanman nakakatulong ang mga community theater sa pagpapabuti ng mga aktor.
contradiction,"Mas malapit sa Syntagma, sa Koloktroni Square, matatagpuan ang Pambansang Museo ng Kasaysayan na may koleksyon ng mga artipakto mula sa panahong pagkatapos ng Klasikal.",Ang Pambansang Museo ng Kasaysayan ay may mga kamakailang bagay lamang.
contradiction,...bakit napakababa ng pagpapahalaga nila sa sarili kaya pinahahalagahan nila ang pagkakaibigan ng mga magnanakaw at mamamatay-tao.,Walang sinuman sa kanilang mga kaibigan ang mga magnanakaw at mamamatay-tao.
contradiction,"Pero siya, alam mo, sa maraming paraan ay parang anak ng may-ari ng plantasyon dahil siya ang anak ng lalaking may maraming lupain.",Hindi kailanman nagkaroon ng anumang pag-aari ang kanyang ama sa buong buhay niya.
contradiction,"Kaya sa tropiko ng Cuba rin, ngayon lang ay nagkaroon ng isang araw na kasingganda ng kaluwalhatian, kasinglamig ng libingan.",Ang Cuba ay nasa Arktiko.
contradiction,Nabasa mo na ba ang The Firm?,Nabasa mo na ba ang The Soft?
contradiction,"Gayundin, may kasiyahan kang malaman na hinihikayat ang iyong mga kasamahan na tularan ang iyong mabuting paghuhusga.",Pinapayuhan ang lahat na huwag gayahin ang iyong kakila-kilabot na paghuhusga.
contradiction,Ang analista ng CTC na nagbalangkas ng briefing ay kumunsulta sa mga ulat sa nakalipas na apat na taon.,Batay lamang sa impormasyong lumitaw sa nakaraang buwan ang briefing ng analista ng CTC.
contradiction,"Tungkol sa mga hamon, kasalukuyan akong naghahanap ng isang salita na maaaring gupitin sa dalawang magkasunod na mas maliliit na anyo.",Nakakita ako ng tatlong salita na maaaring hatiin sa dalawang magkasunod na mas maliliit na anyo.
contradiction,"Sa ibang bahagi ng hardin ng prinsipe, sa isang makabagong gusali na tinatawag na Sailor's House (Casa de Marinos), malalaman mo kung ano ang nangyari sa kaakit-akit na pangkat ng Tagus ng hariang hukbong-dagat.",Ang Tahanan ng Mamaril ay isang sinaunang gusali na matatagpuan sa hardin ng prinsipe.
contradiction,"At sabi ko, OK, at iyon na iyon!",Sinabi kong hindi at nagpatuloy-patuloy ito.
contradiction,Ang Distinguished Chair ng Indiana Dental Association ang magiging kinatawan ng kauna-unahang samahan ng dentista sa estado sa bansa na nakumpleto ang ganitong pangako para sa kanilang paaralang dentista.,Tinatanggihan ni Indiana na mangako na tutulong sa paaralan ng dentistriya.
contradiction,"Ang haka-hakang ito ay batay, kahit bahagya, sa naiulat na pamumuno ni Thumairy sa isang ekstremistang paksiyon sa moske.",Hindi kilala na naging bahagi si Thumairy ng anumang moske.
contradiction,Patuloy na napapansin ng iba ang aming tagumpay.,Nabibigo tayo at nakikita ito ng lahat.
contradiction,May iba pa na simpleng mamamangha sa paggamit ng wika at magtatanong kung saan nagtatapos ang ating analitikal na bahagi at nagsisimula ang ating emosyonal na bahagi.,Ang pirasong ito ay walang iba kundi isang tuyong analitikal na pagsusuri.
contradiction,"Kung makapagsalita ang Red Shield ng The Salvation Army, baka ikwento nito kung paano namin kamakailan natulungan ang isang lalaking may diabetes na makakuha ng insulin na kailangan niya.",Hindi humahawak ang Salvation Army ng mga pangangailangang medikal.
contradiction,Maaari ring makaapekto ang sitwasyong ito sa aming kakayahang magdaos ng isa pang festival sa susunod na taon.,"Garantiya na magkakaroon tayo ng pista sa loob ng sampung taon, kahit ano pa man."
contradiction,Ang pagiging pare-pareho ay isang uri ng ritwalismo.,Ang pagiging pare-pareho ay nagreresulta sa mga random at magulong kinalabasan.
contradiction,"Noong Agosto 4, sumulat si Pangulong Bush kay Pangulong Musharraf upang hilingin ang kanyang suporta sa paglaban sa terorismo at hikayatin ang Pakistan na aktibong makipaglaban sa al Qaeda.",Walang ugnayan si Pangulong Bush kay Pangulong Musharraf.
contradiction,Ang paglago ng populasyon ay parang polusyon na pabaliktad.,Walang kaugnayan sa pagitan ng paglago ng populasyon at polusyon.
contradiction,Hindi ka sigurado kung naging malinaw ka kung saang panig ka.,Halata kung sino ang sinusuportahan mo.
contradiction,"Gayunpaman, napansin ang makabuluhang mga pagkakaiba, bilang",Walang anumang napansin na pagkakaiba.
contradiction,"Ang mga nabubulok na harapan ng mga apartment, hotel, at mga tindahan sa basement na mura ang presyo ay nakahanay sa kahabaan ng Karl-Marx-Allee patungong timog-silangan mula sa Alex.",Ang Karl-Marx-Allee ay nasa napakagandang kondisyon.
contradiction,Ngunit tungkol ito sa Matandang Lobo na gusto kang makita.,Gusto niyang makausap ka tungkol sa Lumang Oso at hindi tungkol sa Lumang Lobo.
contradiction,"Sa pagitan ng isla at ng kalupaan ay ang Laguna Nichupte, isang napakalaking laguna ng tubig-dagat na napapaligiran ng mga bakawan na tahanan ng maraming uri ng buhay-ilang.",Ang Lagun Nichupte ay isang disyerto.
contradiction,"Sabi niya, ""Kailangan mong tingnan dito, tingnan dito,"" at tinuro niya sa akin ang tatlong magkakaibang lugar na titingnan sa kompyuter.",Wala siyang ideya kung saan hahanapin.
contradiction,"Oo, hindi legal na magdala ng baril sa Texas, pero hindi mo naman puwedeng dalhin ito sa labas; puwede mo lang itong itago sa iyong bahay.",Maaari mong dalhin ang baril kahit saan mo gusto sa Texas!
contradiction,Ang mga instrumentong ito kapag pinagsama-sama ay bumubuo ng pangunahing orkestra para sa ilang tanyag na genre ng musika.,Hindi gumagamit ng anumang instrumento ang orkestra.
contradiction,"Ayon kina KSM at Khallad, hindi kailanman nag-aplay si Abu Bara ng visa sa Estados Unidos.",Binigyan si Abu Bara ng visa noong 2011.
contradiction,"Ang pinaka-karaniwang sanhi sa panahon ng pagiging toddler at sa mga taon ng preschool ay ang paulit-ulit na otitis media, o impeksyon sa gitnang bahagi ng tainga.",Ang otitis media ay napakabihira sa mga taon ng preschool ng isang bata.
contradiction,"Doon, hindi gaanong relaks ang eksena at maaaring matakot ka sa problema sa wika, pero kahit papaano makakasilip ka ng lipunang konsyumer sa Tsina.","Hindi mo kailangang mag-alala tungkol sa mga isyu sa wika doon, dahil lahat ay nagsasalita ng Ingles."
contradiction,"Ah, ngayon, hindi nga ba talaga kayo makakaya? sigaw niya.",Hindi siya nagtanong kailanman habang nanahimik siya.
contradiction,Naniniwala siya na may sapat na makatwirang dahilan para sa isang kriminal na warrant noong panahong iyon.,Kumbinsido siya na walang kahina-hinalang nangyayari.
contradiction,"Ang timog-kanlurang rehiyon na may pinakamaraming sinaliksik at naidokumentong kaugalian sa kasal ay ang New Mexico, dahil ang mga inapo ng mga unang Hispano ay naging maingat sa paglalarawan at pagsulat ng kanilang mga tradisyon.",Walang natitirang tala tungkol sa mga tradisyon ng mga sinaunang Hispano.
contradiction,"Ah, ang ganda pala niyan. Ah, um, nakakatawa talaga. Pumunta ako sa isang seminar na satellite seminar lang pala, sobrang ganda, at para lang iyon sa mga babae.",Hindi ko talaga nagustuhan ang seminar na isinagawa sa pamamagitan ng satelayt.
contradiction,"Medyo natakot kami sa itsura nito, pero kinain namin ito—hindi nang may sigla, kundi may matigas na ngiti na tila naiinom namin kasabay ng gatas ng aming ina.",Masigasig na kinain ng lahat ang kanilang pagkain at sinabi nila na naalala nila ang kanilang mga paboritong putahe sa pista.
contradiction,"Tulad ng sa lahat ng mga regalo sa Instituto, 100% ng iyong kontribusyon ay direktang gagamitin para sa pananaliksik.",Ginugugol namin ang kalahati ng iyong pera sa mga bayad sa administrasyon.
contradiction,"Ulat ng intelihensiya, interogasyon kay KSM, Hulyo 30, 2003.","Hindi nahuli si KSM hanggang sa huling bahagi ng 2008, nang siya ay sa wakas masusing na-interrogate."
contradiction,"Tinanong nila ako ng ilang tanong at sinagot ko sila, at sinabi nila, kunin mo ang iyong bagahe at umalis ka agad doon, at pumunta ka sa address na dapat sana ay napuntahan mo nang dumating ka sa Washington.",Sinabi nila sa akin na dapat akong manatili sa bahay.
contradiction,Ito ay isang malaking hamon at mataas na inaasahan para sa anumang iisang sistema ng interbensyon.,Karamihan sa mga interbensyon ay perpekto.
contradiction,"Magiging napakagandang kung maaari kang maglaan ng oras upang bisitahin ang iyong paaralan, makita mo mismo ang pag-unlad na nagawa namin sa paglipas ng mga taon, at makibahagi sa pagmamalaki ng aming pamana!","Huwag mong bisitahin ang paaralan, magpadala ka na lang ng pera."
contradiction,Nakakuha ang ahente ng FBI mula sa isang dayuhang pamahalaan ng larawan ng taong pinaniniwalaang nag-utos sa pagbobomba sa Cole.,Walang sinuman ang kailanman nakakuha ng litrato ng sinumang sangkot sa pagbobomba sa Cole.
contradiction,Tandaan na hindi sila nagpapahayag ng anumang pahayag.,Ang kanilang nakasulat na deklarasyon ay nailimbag sa pahayagan ngayong umaga.
contradiction,Kaunti lamang ang nalalaman tungkol sa mga pinakaunang naninirahan sa Panahong Bato sa pinakakanlurang-timog na dulo ng Europa.,Hindi lumipat ang mga tao sa Europa hanggang isang libong taon matapos ang Panahon ng Bato.
contradiction,"Tiyak na sasali ka sa isang pangkat ng mga kilalang ehekutibo ng pundasyon, mga pinuno ng negosyo, mga iskolar, mga propesyonal sa pag-unlad, at mga boluntaryo sa sektor ng nonprofit ...",Ang grupo ay puno ng mga preso at mga kriminal.
contradiction,"Sa paligid niya sa baywang, kung saan buong gabi ay napakatahimik, ay may mabagsik na pag-aalbug ng humigit-kumulang otsenta kataong lalaki.",Labis na abala ang gabi dahil puno ng tao ang mga kalye.
contradiction,"Noong nakaraang taon, bukas-palad kang nag-donate ng $-.",Hindi ka nag-donate ng anumang pera noong nakaraang taon.
contradiction,"Hindi, isang beses lang iyon sa umaga, at sinabi niyang babalik siya sa opisina.",Hindi niya binanggit kung babalik siya o hindi.
contradiction,"Bilang miyembro ng __ ng paaralan ng batas, alam kong alam mo na ang aming progreso.",Walang sinuman ang pag-aari ng paaralan ng batas.
contradiction,Ngayon ang lugar ay tinatawag na Parke ng Templo ng Langit (Tiantan Gongyuan).,Nasunog ang Parke ng Templo ng Langit.
contradiction,Kailangan namin ng mga mapagkukunan para magrekrut at magpaunlad ng mga natatanging guro.,Hindi na natin kailangang kumuha ng mga guro; sila mismo ang lumalapit sa atin.
contradiction,Ang cover story ng Time ay ang 12-step na programa ni Bill Gates para magtagumpay sa digital na panahon.,Sinulat ni Kim Kardashian ang kuwento sa pabalat ng Time magazine tungkol sa 12 hakbang na kailangan para sa tagumpay sa digital na panahon.
contradiction,"Kahit payagan ang pag-urong, maaaring hindi nito maprotektahan ang abogado mula sa kanyang mga etikal na obligasyon na masigasig na ipagtanggol ang kliyente, o mula sa mga paratang ng kapabayaan sa propesyon.","Kung aalis ang abogado sa isang kaso, siya ay malaya mula sa lahat ng obligasyon at pananagutan."
contradiction,"Tulad ng napag-usapan kanina, ang dahilan kung bakit nagpasya si Jane na hindi niya maaaring ibahagi ang impormasyon ay dahil ang paunang impormasyon tungkol kay Mihdhar ay na-analisa na ng NSA.",Agad na ibinahagi ni Jane ang impormasyon.
contradiction,"Marami pang mga pagkakataon sa sining at kultura sa Indianapolis, ngunit wala nang mas maganda kaysa sa Civic Theatre.",Ang Civic Theater ay matatagpuan sa Tampa.
contradiction,"Ang ""buscarle la quinta pata al gato"" o ""paghahanap ng ikalimang paa ng pusa"" ay karaniwang ginagamit na may kahulugang ""paghahanap ng gulo"".",Ang kasabihan ay tungkol sa mga pusang may tatlong paa.
contradiction,Iniulat ng The Scotsman na hindi ibinibigay ng Unibersidad ng Edinburgh ang mga resulta ng pagsusulit sa 90 mag-aaral ng agham pangkompyuter habang tinutukoy ng administrasyon kung gumamit sila ng Internet para manloko.,Iniisip ng unibersidad na nandaya ang mga estudyante ng sining.
entailment,"Ang lalaking ito ay ipinanganak sa Alemanya, mayaman, edukado, at marami nang napuntahan.","Ang mayaman, edukado, at naglakbay na lalaki ay ipinanganak sa Alemanya."
entailment,"Ah, ngayon, hindi nga ba talaga kayo makakaya? sigaw niya.",Sumigaw siya ng isang tanong.
entailment,Ang paglalaan ng oras para magkasama ang mga magulang at mga anak ang unang hakbang tungo sa pagpapatupad ng mga ideya at gawi na tatalakayin ko sa aklat na ito.,"Sa aklat na ito, tatalakayin ko ang mga paksa na maaaring isagawa ng mga magulang at ng kanilang mga anak habang magkasama silang gumugugol ng oras."
entailment,Ilang daang bayani sa ilalim ni Leonidas ng Sparta ang nagpabagal sa napakalaking hukbong Persiano sa pasilyo ng Thermopylae nang sapat na panahon upang mailikas ang mga Ateniano sa isla ng Salamis.,Pinabagal ng mga Spartan ang hukbong Persiano sa Thermopylae.
